easting,northing,elevation,bouguer_anomaly,unit
120.00,540.00,427.19460,-0.25150,mGal
140.00,540.00,426.90130,-0.26955,mGal
160.00,540.00,426.86360,-0.28831,mGal
180.00,540.00,426.92920,-0.30752,mGal
200.00,540.00,426.92920,-0.32684,mGal
220.00,540.00,426.99510,-0.34609,mGal
240.00,540.00,427.01920,-0.36472,mGal
260.00,540.00,427.01920,-0.38218,mGal
280.00,540.00,427.01920,-0.39789,mGal
300.00,540.00,426.99910,-0.41131,mGal
320.00,540.00,426.92990,-0.42206,mGal
340.00,540.00,426.80650,-0.42986,mGal
360.00,540.00,426.80650,-0.43427,mGal
380.00,540.00,426.70220,-0.43389,mGal
400.00,540.00,426.77450,-0.42730,mGal
420.00,540.00,427.24190,-0.41387,mGal
440.00,540.00,427.24190,-0.39355,mGal
460.00,540.00,428.32930,-0.36997,mGal
480.00,540.00,430.02040,-0.34416,mGal
500.00,540.00,432.23480,-0.31715,mGal
520.00,540.00,432.23480,-0.28686,mGal
540.00,540.00,434.78870,-0.26040,mGal
560.00,540.00,437.49840,-0.23560,mGal
580.00,540.00,440.10680,-0.21273,mGal
600.00,540.00,440.10680,-0.18990,mGal
0.00,560.00,431.42260,-0.14715,mGal
20.00,560.00,431.42260,-0.15882,mGal
40.00,560.00,430.06550,-0.17045,mGal
60.00,560.00,428.90350,-0.18279,mGal
80.00,560.00,427.93960,-0.19580,mGal
100.00,560.00,427.26240,-0.20951,mGal
120.00,560.00,427.26240,-0.22415,mGal
140.00,560.00,426.92480,-0.23891,mGal
160.00,560.00,426.86670,-0.25411,mGal
180.00,560.00,426.92660,-0.26951,mGal
200.00,560.00,426.92660,-0.28476,mGal
220.00,560.00,426.99160,-0.29972,mGal
240.00,560.00,427.01790,-0.31400,mGal
260.00,560.00,427.01070,-0.32723,mGal
280.00,560.00,427.01070,-0.33908,mGal
300.00,560.00,426.97880,-0.34915,mGal
320.00,560.00,426.90130,-0.35707,mGal
340.00,560.00,426.80270,-0.36239,mGal
360.00,560.00,426.80270,-0.36455,mGal
380.00,560.00,426.73770,-0.36241,mGal
400.00,560.00,426.89150,-0.35536,mGal
420.00,560.00,427.46830,-0.34358,mGal
440.00,560.00,427.46830,-0.32692,mGal
460.00,560.00,428.63820,-0.30870,mGal
480.00,560.00,430.36570,-0.28928,mGal
500.00,560.00,432.58590,-0.26925,mGal
520.00,560.00,432.58590,-0.24628,mGal
540.00,560.00,435.17280,-0.22650,mGal
560.00,560.00,437.98190,-0.20765,mGal
580.00,560.00,440.72030,-0.18984,mGal
600.00,560.00,440.72030,-0.17126,mGal
0.00,580.00,431.42260,-0.13504,mGal
20.00,580.00,431.42260,-0.14514,mGal
40.00,580.00,430.06550,-0.15506,mGal
60.00,580.00,428.90350,-0.16551,mGal
80.00,580.00,427.93960,-0.17646,mGal
100.00,580.00,427.26240,-0.18791,mGal
120.00,580.00,427.26240,-0.20007,mGal
140.00,580.00,426.92480,-0.21219,mGal
160.00,580.00,426.86670,-0.22457,mGal
180.00,580.00,426.92660,-0.23698,mGal
200.00,580.00,426.92660,-0.24910,mGal
220.00,580.00,426.99160,-0.26084,mGal
240.00,580.00,427.01790,-0.27190,mGal
260.00,580.00,427.01070,-0.28202,mGal
280.00,580.00,427.01070,-0.29098,mGal
300.00,580.00,426.97880,-0.29845,mGal
320.00,580.00,426.90130,-0.30408,mGal
340.00,580.00,426.80270,-0.30745,mGal
360.00,580.00,426.80270,-0.30807,mGal
380.00,580.00,426.73770,-0.30512,mGal
400.00,580.00,426.89150,-0.29850,mGal
420.00,580.00,427.46830,-0.28864,mGal
440.00,580.00,427.46830,-0.27525,mGal
460.00,580.00,428.63820,-0.26112,mGal
480.00,580.00,430.36570,-0.24628,mGal
500.00,580.00,432.58590,-0.23110,mGal
520.00,580.00,432.58590,-0.21327,mGal
540.00,580.00,435.17280,-0.19815,mGal
560.00,580.00,437.98190,-0.18354,mGal
580.00,580.00,440.72030,-0.16947,mGal
600.00,580.00,440.72030,-0.15427,mGal
0.00,600.00,431.41630,-0.12392,mGal
20.00,600.00,431.41630,-0.13267,mGal
40.00,600.00,430.11480,-0.14116,mGal
60.00,600.00,428.97600,-0.15003,mGal
80.00,600.00,428.01590,-0.15925,mGal
100.00,600.00,427.32630,-0.16882,mGal
120.00,600.00,427.32630,-0.17896,mGal
140.00,600.00,426.96500,-0.18892,mGal
160.00,600.00,426.87540,-0.19902,mGal
180.00,600.00,426.92660,-0.20906,mGal
200.00,600.00,426.92660,-0.21875,mGal
220.00,600.00,426.98700,-0.22803,mGal
240.00,600.00,427.01340,-0.23665,mGal
260.00,600.00,427.00060,-0.24442,mGal
280.00,600.00,427.00060,-0.25117,mGal
300.00,600.00,426.95720,-0.25662,mGal
320.00,600.00,426.87720,-0.26049,mGal
340.00,600.00,426.80830,-0.26244,mGal
360.00,600.00,426.80830,-0.26210,mGal
380.00,600.00,426.80980,-0.25902,mGal
400.00,600.00,427.06670,-0.25331,mGal
420.00,600.00,427.76710,-0.24543,mGal
440.00,600.00,427.76710,-0.23476,mGal
460.00,600.00,429.00050,-0.22384,mGal
480.00,600.00,430.77180,-0.21241,mGal
500.00,600.00,432.95510,-0.20067,mGal
520.00,600.00,432.95510,-0.18658,mGal
540.00,600.00,435.48020,-0.17474,mGal
560.00,600.00,438.28080,-0.16323,mGal
580.00,600.00,441.07430,-0.15202,mGal
600.00,600.00,441.07430,-0.13947,mGal
