X,Y,Z,TMI_nT,Std_nT
2195.20000,40942.00000,40.00000,283.43000,10.66860
2198.40000,41042.00000,40.00000,264.22000,10.28440
2198.70000,41142.00000,40.00000,240.29000,9.80580
2195.80000,41242.00000,40.00000,213.05000,9.26100
2193.90000,41342.00000,40.00000,183.99000,8.67980
2191.00000,41442.00000,40.00000,152.73000,8.05460
2188.10000,41542.00000,40.00000,127.31000,7.54620
2185.80000,41642.00000,40.00000,105.57000,7.11140
2184.00000,41742.00000,40.00000,84.78000,6.69560
2185.00000,41842.00000,40.00000,69.48000,6.38960
2188.50000,41942.00000,40.00000,54.66000,6.09320
2193.00000,42041.00000,40.00000,40.19000,5.80380
2198.50000,42141.00000,40.00000,28.96000,5.57920
2203.00000,42241.00000,40.00000,19.14000,5.38280
2206.70000,42341.00000,40.00000,15.59000,5.31180
2208.00000,42441.00000,40.00000,10.53000,5.21060
2208.00000,42541.00000,40.00000,6.91000,5.13820
2207.00000,42641.00000,40.00000,6.10000,5.12200
2204.30000,42741.00000,40.00000,8.72000,5.17440
2201.90000,42841.00000,40.00000,9.20000,5.18400
2202.00000,42941.00000,40.00000,5.48000,5.10960
2286.00000,42966.00000,40.00000,7.70000,5.15400
2284.00000,42866.00000,40.00000,9.73000,5.19460
2285.00000,42766.00000,40.00000,7.01000,5.14020
2282.80000,42666.00000,40.00000,5.75000,5.11500
2280.30000,42566.00000,40.00000,6.07000,5.12140
2279.00000,42466.00000,40.00000,10.46000,5.20920
2280.60000,42366.00000,40.00000,15.13000,5.30260
2284.00000,42266.00000,40.00000,17.75000,5.35500
2287.40000,42166.00000,40.00000,23.71000,5.47420
2289.80000,42066.00000,40.00000,37.04000,5.74080
2292.20000,41966.00000,40.00000,55.16000,6.10320
2295.30000,41866.00000,40.00000,73.35000,6.46700
2300.20000,41766.00000,40.00000,88.63000,6.77260
2304.60000,41666.00000,40.00000,107.52000,7.15040
2308.00000,41566.00000,40.00000,125.88000,7.51760
2311.50000,41466.00000,40.00000,148.34000,7.96680
2312.90000,41366.00000,40.00000,178.94000,8.57880
2313.10000,41267.00000,40.00000,210.54000,9.21080
2314.00000,41167.00000,40.00000,242.70000,9.85400
2315.00000,41067.00000,40.00000,269.56000,10.39120
2315.00000,40967.00000,40.00000,294.92000,10.89840
2315.00000,40867.00000,40.00000,308.04000,11.16080
2312.90000,40767.00000,40.00000,310.00000,11.20000
2312.60000,40667.00000,40.00000,296.59000,10.93180
2310.20000,40567.00000,40.00000,274.79000,10.49580
2308.00000,40467.00000,40.00000,247.66000,9.95320
2305.70000,40367.00000,40.00000,220.71000,9.41420
2304.30000,40267.00000,40.00000,212.93000,9.25860
2304.00000,40167.00000,40.00000,162.28000,8.24560
2305.50000,40067.00000,40.00000,113.48000,7.26960
2401.00000,40039.00000,40.00000,80.20000,6.60400
2395.30000,40139.00000,40.00000,114.18000,7.28360
2390.40000,40238.00000,40.00000,175.79000,8.51580
2385.90000,40338.00000,40.00000,194.48000,8.88960
2386.00000,40438.00000,40.00000,215.72000,9.31440
2387.00000,40538.00000,40.00000,255.12000,10.10240
2387.00000,40638.00000,40.00000,288.34000,10.76680
2387.00000,40738.00000,40.00000,309.79000,11.19580
2389.80000,40838.00000,40.00000,322.48000,11.44960
2392.90000,40938.00000,40.00000,317.83000,11.35660
2394.90000,41038.00000,40.00000,299.43000,10.98860
2396.00000,41138.00000,40.00000,272.80000,10.45600
2396.00000,41238.00000,40.00000,241.53000,9.83060
2396.90000,41338.00000,40.00000,208.81000,9.17620
2399.00000,41438.00000,40.00000,176.75000,8.53500
2401.10000,41538.00000,40.00000,148.84000,7.97680
2402.00000,41638.00000,40.00000,125.61000,7.51220
2403.00000,41738.00000,40.00000,108.22000,7.16440
2404.00000,41838.00000,40.00000,98.13000,6.96260
2405.90000,41938.00000,40.00000,84.02000,6.68040
2407.00000,42038.00000,40.00000,57.27000,6.14540
2407.00000,42138.00000,40.00000,31.26000,5.62520
2407.00000,42238.00000,40.00000,18.45000,5.36900
2408.00000,42338.00000,40.00000,12.27000,5.24540
2408.00000,42438.00000,40.00000,8.71000,5.17420
2405.70000,42538.00000,40.00000,8.21000,5.16420
2402.80000,42638.00000,40.00000,5.13000,5.10260
2399.80000,42738.00000,40.00000,3.61000,5.07220
2398.00000,42838.00000,40.00000,4.64000,5.09280
2398.00000,42938.00000,40.00000,6.95000,5.13900
2496.00000,42965.00000,40.00000,-0.40000,5.00800
2502.50000,42865.00000,40.00000,-1.83000,5.03660
2506.50000,42765.00000,40.00000,1.71000,5.03420
2508.40000,42665.00000,40.00000,2.13000,5.04260
2511.20000,42565.00000,40.00000,5.39000,5.10780
2512.90000,42465.00000,40.00000,7.55000,5.15100
2514.60000,42365.00000,40.00000,11.21000,5.22420
2515.00000,42265.00000,40.00000,16.50000,5.33000
2514.50000,42165.00000,40.00000,26.74000,5.53480
2513.10000,42065.00000,40.00000,46.37000,5.92740
2510.70000,41965.00000,40.00000,81.23000,6.62460
2508.30000,41865.00000,40.00000,114.82000,7.29640
2504.90000,41765.00000,40.00000,122.50000,7.45000
2501.30000,41665.00000,40.00000,125.69000,7.51380
2501.00000,41565.00000,40.00000,146.95000,7.93900
2502.30000,41465.00000,40.00000,176.50000,8.53000
2506.20000,41365.00000,40.00000,207.24000,9.14480
2510.00000,41266.00000,40.00000,243.34000,9.86680
2513.50000,41166.00000,40.00000,281.90000,10.63800
2516.80000,41066.00000,40.00000,316.10000,11.32200
2519.20000,40966.00000,40.00000,339.35000,11.78700
2519.30000,40866.00000,40.00000,351.17000,12.02340
2518.00000,40766.00000,40.00000,338.68000,11.77360
2515.50000,40666.00000,40.00000,315.36000,11.30720
2511.90000,40566.00000,40.00000,280.31000,10.60620
2507.30000,40466.00000,40.00000,236.48000,9.72960
2502.70000,40366.00000,40.00000,201.79000,9.03580
2497.10000,40266.00000,40.00000,171.88000,8.43760
2490.20000,40166.00000,40.00000,123.00000,7.46000
2485.00000,40067.00000,40.00000,74.01000,6.48020
2589.00000,40032.00000,40.00000,73.40000,6.46800
2590.50000,40132.00000,40.00000,63.13000,6.26260
2593.00000,40232.00000,40.00000,112.36000,7.24720
2594.90000,40332.00000,40.00000,164.29000,8.28580
2593.00000,40432.00000,40.00000,205.78000,9.11560
2591.30000,40532.00000,40.00000,255.52000,10.11040
2589.00000,40632.00000,40.00000,302.44000,11.04880
2589.00000,40732.00000,40.00000,340.66000,11.81320
2589.00000,40832.00000,40.00000,364.50000,12.29000
2590.00000,40932.00000,40.00000,372.38000,12.44760
2591.30000,41032.00000,40.00000,359.99000,12.19980
2592.10000,41131.00000,40.00000,330.08000,11.60160
2593.10000,41231.00000,40.00000,288.57000,10.77140
2594.00000,41331.00000,40.00000,246.42000,9.92840
2595.00000,41431.00000,40.00000,208.92000,9.17840
2596.00000,41531.00000,40.00000,171.50000,8.43000
2597.00000,41631.00000,40.00000,142.97000,7.85940
2597.00000,41731.00000,40.00000,129.70000,7.59400
2597.00000,41831.00000,40.00000,129.54000,7.59080
2598.00000,41931.00000,40.00000,107.06000,7.14120
2598.00000,42031.00000,40.00000,64.67000,6.29340
2599.30000,42131.00000,40.00000,36.76000,5.73520
2601.00000,42231.00000,40.00000,20.45000,5.40900
2601.60000,42331.00000,40.00000,11.41000,5.22820
2602.00000,42431.00000,40.00000,5.64000,5.11280
2601.00000,42531.00000,40.00000,1.31000,5.02620
2599.60000,42631.00000,40.00000,-1.67000,5.03340
2598.00000,42731.00000,40.00000,-3.61000,5.07220
2596.20000,42831.00000,40.00000,-3.00000,5.06000
2594.50000,42931.00000,40.00000,-3.47000,5.06940
2708.00000,42967.00000,40.00000,-8.20000,5.16400
2708.00000,42867.00000,40.00000,-8.00000,5.16000
2708.00000,42767.00000,40.00000,-10.93000,5.21860
2708.90000,42667.00000,40.00000,-9.58000,5.19160
2710.30000,42567.00000,40.00000,-6.25000,5.12500
2711.00000,42467.00000,40.00000,-2.00000,5.04000
2709.80000,42367.00000,40.00000,2.87000,5.05740
2708.30000,42267.00000,40.00000,9.32000,5.18640
2705.80000,42167.00000,40.00000,20.22000,5.40440
2703.30000,42067.00000,40.00000,35.00000,5.70000
2700.70000,41967.00000,40.00000,67.84000,6.35680
2699.10000,41867.00000,40.00000,109.13000,7.18260
2697.50000,41767.00000,40.00000,118.72000,7.37440
2697.00000,41667.00000,40.00000,131.89000,7.63780
2697.50000,41567.00000,40.00000,162.58000,8.25160
2700.00000,41467.00000,40.00000,200.32000,9.00640
2701.00000,41367.00000,40.00000,239.36000,9.78720
2701.90000,41267.00000,40.00000,278.05000,10.56100
2703.00000,41167.00000,40.00000,325.87000,11.51740
2703.00000,41067.00000,40.00000,374.21000,12.48420
2703.00000,40967.00000,40.00000,402.27000,13.04540
2703.00000,40867.00000,40.00000,405.00000,13.10000
2703.40000,40767.00000,40.00000,391.45000,12.82900
2705.80000,40667.00000,40.00000,354.48000,12.08960
2704.00000,40567.00000,40.00000,300.71000,11.01420
2699.10000,40467.00000,40.00000,240.12000,9.80240
2694.50000,40367.00000,40.00000,184.78000,8.69560
2693.00000,40267.00000,40.00000,124.10000,7.48200
2690.50000,40167.00000,40.00000,72.14000,6.44280
2689.00000,40067.00000,40.00000,46.94000,5.93880
2802.00000,40043.00000,40.00000,24.60000,5.49200
2797.80000,40143.00000,40.00000,19.33000,5.38660
2792.40000,40242.00000,40.00000,56.16000,6.12320
2788.20000,40342.00000,40.00000,136.38000,7.72760
2783.90000,40442.00000,40.00000,207.86000,9.15720
2780.60000,40542.00000,40.00000,275.84000,10.51680
2780.40000,40642.00000,40.00000,350.78000,12.01560
2782.60000,40742.00000,40.00000,407.82000,13.15640
2784.70000,40842.00000,40.00000,439.20000,13.78400
2788.00000,40942.00000,40.00000,442.17000,13.84340
2787.10000,41042.00000,40.00000,425.23000,13.50460
2787.80000,41142.00000,40.00000,381.90000,12.63800
2789.00000,41242.00000,40.00000,324.82000,11.49640
2790.00000,41342.00000,40.00000,278.42000,10.56840
2790.00000,41442.00000,40.00000,231.43000,9.62860
2788.90000,41542.00000,40.00000,186.79000,8.73580
2790.00000,41642.00000,40.00000,145.91000,7.91820
2790.00000,41742.00000,40.00000,135.00000,7.70000
2789.00000,41842.00000,40.00000,158.84000,8.17680
2789.00000,41942.00000,40.00000,85.57000,6.71140
2790.00000,42042.00000,40.00000,40.99000,5.81980
2790.50000,42142.00000,40.00000,22.58000,5.45160
2794.40000,42242.00000,40.00000,10.69000,5.21380
2799.30000,42342.00000,40.00000,-0.36000,5.00720
2804.30000,42442.00000,40.00000,-6.43000,5.12860
2808.80000,42542.00000,40.00000,-8.99000,5.17980
2808.60000,42642.00000,40.00000,-13.35000,5.26700
2804.20000,42741.00000,40.00000,-19.78000,5.39560
2801.10000,42841.00000,40.00000,-19.07000,5.38140
2799.60000,42941.00000,40.00000,-14.70000,5.29400
2914.00000,42963.00000,40.00000,-15.60000,5.31200
2913.00000,42863.00000,40.00000,-20.15000,5.40300
2913.00000,42763.00000,40.00000,-20.30000,5.40600
2914.00000,42663.00000,40.00000,-20.10000,5.40200
2910.30000,42563.00000,40.00000,-18.24000,5.36480
2902.90000,42463.00000,40.00000,-14.27000,5.28540
2897.90000,42363.00000,40.00000,-9.32000,5.18640
2895.90000,42263.00000,40.00000,-2.08000,5.04160
2895.90000,42163.00000,40.00000,9.70000,5.19400
2897.20000,42063.00000,40.00000,20.16000,5.40320
2899.80000,41963.00000,40.00000,36.28000,5.72560
2902.00000,41863.00000,40.00000,204.48000,9.08960
2903.00000,41763.00000,40.00000,337.68000,11.75360
2904.80000,41663.00000,40.00000,132.83000,7.65660
2908.80000,41564.00000,40.00000,171.16000,8.42320
2913.00000,41464.00000,40.00000,218.42000,9.36840
2917.50000,41364.00000,40.00000,271.85000,10.43700
2921.30000,41264.00000,40.00000,331.34000,11.62680
2924.00000,41164.00000,40.00000,400.32000,13.00640
2925.00000,41064.00000,40.00000,457.77000,14.15540
2922.70000,40964.00000,40.00000,507.47000,15.14940
2921.00000,40864.00000,40.00000,536.95000,15.73900
2917.30000,40764.00000,40.00000,534.28000,15.68560
2912.40000,40664.00000,40.00000,494.42000,14.88840
2908.60000,40564.00000,40.00000,419.16000,13.38320
2904.40000,40464.00000,40.00000,331.68000,11.63360
2901.10000,40364.00000,40.00000,237.16000,9.74320
2898.80000,40264.00000,40.00000,121.46000,7.42920
2898.00000,40164.00000,40.00000,35.34000,5.70680
2898.00000,40064.00000,40.00000,24.04000,5.48080
3003.00000,40036.00000,40.00000,-37.00000,5.74000
3001.00000,40136.00000,40.00000,40.41000,5.80820
3001.00000,40236.00000,40.00000,172.89000,8.45780
3000.00000,40336.00000,40.00000,355.72000,12.11440
3000.00000,40436.00000,40.00000,477.34000,14.54680
3001.00000,40536.00000,40.00000,536.63000,15.73260
3001.00000,40636.00000,40.00000,611.25000,17.22500
3001.00000,40736.00000,40.00000,650.78000,18.01560
3000.00000,40836.00000,40.00000,641.16000,17.82320
2999.00000,40936.00000,40.00000,591.94000,16.83880
2999.90000,41036.00000,40.00000,522.99000,15.45980
3002.40000,41136.00000,40.00000,452.06000,14.04120
3005.50000,41236.00000,40.00000,381.00000,12.62000
3008.20000,41336.00000,40.00000,310.85000,11.21700
3010.00000,41435.00000,40.00000,247.01000,9.94020
3012.60000,41535.00000,40.00000,196.71000,8.93420
3014.00000,41635.00000,40.00000,150.17000,8.00340
3016.00000,41735.00000,40.00000,115.00000,7.30000
3017.00000,41835.00000,40.00000,177.90000,8.55800
3017.90000,41935.00000,40.00000,39.08000,5.78160
3016.50000,42035.00000,40.00000,11.33000,5.22660
3013.80000,42135.00000,40.00000,-2.13000,5.04260
3012.00000,42235.00000,40.00000,-15.57000,5.31140
3011.00000,42335.00000,40.00000,-24.09000,5.48180
3011.00000,42435.00000,40.00000,-28.15000,5.56300
3011.00000,42535.00000,40.00000,-27.82000,5.55640
3011.00000,42635.00000,40.00000,-27.16000,5.54320
3012.00000,42735.00000,40.00000,-22.95000,5.45900
3010.70000,42835.00000,40.00000,-17.96000,5.35920
3010.00000,42935.00000,40.00000,-19.20000,5.38400
3126.00000,42963.00000,40.00000,-8.10000,5.16200
3124.30000,42863.00000,40.00000,-14.05000,5.28100
3123.00000,42763.00000,40.00000,-24.72000,5.49440
3121.10000,42663.00000,40.00000,-34.09000,5.68180
3120.00000,42563.00000,40.00000,-38.71000,5.77420
3117.90000,42463.00000,40.00000,-46.84000,5.93680
3117.10000,42363.00000,40.00000,-49.39000,5.98780
3114.80000,42263.00000,40.00000,-50.62000,6.01240
3114.00000,42163.00000,40.00000,-40.72000,5.81440
3111.90000,42063.00000,40.00000,-20.92000,5.41840
3112.00000,41963.00000,40.00000,7.22000,5.14440
3111.00000,41863.00000,40.00000,33.45000,5.66900
3110.00000,41763.00000,40.00000,68.45000,6.36900
3109.50000,41663.00000,40.00000,107.17000,7.14340
3109.00000,41563.00000,40.00000,155.78000,8.11560
3108.00000,41463.00000,40.00000,209.46000,9.18920
3107.00000,41363.00000,40.00000,271.96000,10.43920
3106.00000,41263.00000,40.00000,345.86000,11.91720
3105.00000,41163.00000,40.00000,429.57000,13.59140
3104.00000,41063.00000,40.00000,534.74000,15.69480
3102.10000,40963.00000,40.00000,647.45000,17.94900
3097.30000,40863.00000,40.00000,749.81000,19.99620
3092.70000,40763.00000,40.00000,820.75000,21.41500
3089.10000,40663.00000,40.00000,837.33000,21.74660
3084.30000,40563.00000,40.00000,784.61000,20.69220
3080.80000,40464.00000,40.00000,741.24000,19.82480
3077.40000,40364.00000,40.00000,792.01000,20.84020
3075.00000,40264.00000,40.00000,921.51000,23.43020
3075.20000,40164.00000,40.00000,765.69000,20.31380
3077.80000,40064.00000,40.00000,199.77000,8.99540
3211.00000,42962.00000,40.00000,-3.20000,5.06400
3214.40000,42862.00000,40.00000,-10.52000,5.21040
3215.00000,42762.00000,40.00000,-23.50000,5.47000
3213.00000,42662.00000,40.00000,-40.64000,5.81280
3211.70000,42562.00000,40.00000,-60.96000,6.21920
3210.30000,42462.00000,40.00000,-79.12000,6.58240
3210.00000,42362.00000,40.00000,-97.83000,6.95660
3210.00000,42262.00000,40.00000,-107.34000,7.14680
3211.00000,42162.00000,40.00000,-80.24000,6.60480
3211.50000,42062.00000,40.00000,-49.43000,5.98860
3212.00000,41962.00000,40.00000,-16.07000,5.32140
3212.00000,41862.00000,40.00000,12.97000,5.25940
3212.00000,41762.00000,40.00000,47.09000,5.94180
3212.10000,41662.00000,40.00000,81.68000,6.63360
3213.70000,41562.00000,40.00000,133.15000,7.66300
3216.10000,41462.00000,40.00000,189.95000,8.79900
3217.00000,41362.00000,40.00000,257.30000,10.14600
3217.00000,41262.00000,40.00000,337.20000,11.74400
3217.00000,41162.00000,40.00000,430.98000,13.61960
3216.00000,41062.00000,40.00000,549.27000,15.98540
3215.60000,40962.00000,40.00000,695.98000,18.91960
3213.30000,40862.00000,40.00000,863.19000,22.26380
3211.00000,40762.00000,40.00000,1024.68000,25.49360
3208.50000,40662.00000,40.00000,1109.91000,27.19820
3204.90000,40562.00000,40.00000,1107.91000,27.15820
3201.50000,40462.00000,40.00000,1091.20000,26.82400
3196.00000,40362.00000,40.00000,1308.24000,31.16480
3190.10000,40263.00000,40.00000,3246.99000,69.93980
3183.10000,40163.00000,40.00000,4380.11000,92.60220
3177.20000,40063.00000,40.00000,843.22000,21.86440
3298.00000,40045.00000,40.00000,4439.70000,93.79400
3300.00000,40145.00000,40.00000,3584.90000,76.69800
3301.80000,40245.00000,40.00000,4383.04000,92.66080
3303.00000,40345.00000,40.00000,3183.98000,68.67960
3303.00000,40445.00000,40.00000,1793.20000,40.86400
3303.00000,40545.00000,40.00000,1381.14000,32.62280
3300.40000,40645.00000,40.00000,1267.03000,30.34060
3295.60000,40745.00000,40.00000,1163.76000,28.27520
3290.50000,40844.00000,40.00000,994.67000,24.89340
3286.50000,40944.00000,40.00000,798.21000,20.96420
3282.20000,41044.00000,40.00000,613.89000,17.27780
3278.70000,41144.00000,40.00000,472.27000,14.44540
3277.10000,41244.00000,40.00000,364.66000,12.29320
3278.10000,41344.00000,40.00000,284.66000,10.69320
3282.70000,41444.00000,40.00000,207.69000,9.15380
3290.30000,41544.00000,40.00000,144.59000,7.89180
3299.20000,41643.00000,40.00000,90.50000,6.81000
3313.80000,41742.00000,40.00000,44.10000,5.88200
3320.20000,41842.00000,40.00000,4.46000,5.08920
3329.10000,41941.00000,40.00000,-23.48000,5.46960
3336.30000,42041.00000,40.00000,-57.30000,6.14600
3341.10000,42141.00000,40.00000,4.86000,5.09720
3344.00000,42241.00000,40.00000,833.11000,21.66220
3344.50000,42341.00000,40.00000,34.03000,5.68060
3342.90000,42441.00000,40.00000,-125.04000,7.50080
3340.30000,42541.00000,40.00000,-96.05000,6.92100
3336.60000,42641.00000,40.00000,-53.41000,6.06820
3332.30000,42741.00000,40.00000,-20.91000,5.41820
3331.00000,42841.00000,40.00000,-7.09000,5.14180
3332.50000,42941.00000,40.00000,-2.25000,5.04500
3407.00000,42968.00000,40.00000,11.80000,5.23600
3406.00000,42868.00000,40.00000,14.95000,5.29900
3405.00000,42768.00000,40.00000,13.99000,5.27980
3405.00000,42668.00000,40.00000,-11.01000,5.22020
3405.00000,42568.00000,40.00000,-59.38000,6.18760
3403.90000,42468.00000,40.00000,-96.59000,6.93180
3403.10000,42368.00000,40.00000,39.42000,5.78840
3400.80000,42268.00000,40.00000,423.24000,13.46480
3400.00000,42168.00000,40.00000,243.46000,9.86920
3398.80000,42068.00000,40.00000,-78.39000,6.56780
3396.80000,41968.00000,40.00000,-48.35000,5.96700
3393.60000,41868.00000,40.00000,-20.30000,5.40600
3391.50000,41768.00000,40.00000,8.12000,5.16240
3389.40000,41668.00000,40.00000,44.27000,5.88540
3388.00000,41568.00000,40.00000,93.63000,6.87260
3388.00000,41468.00000,40.00000,148.09000,7.96180
3388.00000,41368.00000,40.00000,207.70000,9.15400
3389.00000,41268.00000,40.00000,307.64000,11.15280
3389.00000,41168.00000,40.00000,381.66000,12.63320
3389.40000,41068.00000,40.00000,493.84000,14.87680
3390.00000,40968.00000,40.00000,642.50000,17.85000
3391.00000,40868.00000,40.00000,836.68000,21.73360
3393.10000,40768.00000,40.00000,1045.67000,25.91340
3393.90000,40668.00000,40.00000,1209.45000,29.18900
3395.80000,40568.00000,40.00000,1335.93000,31.71860
3396.00000,40468.00000,40.00000,1522.70000,35.45400
3397.00000,40368.00000,40.00000,1761.37000,40.22740
3397.00000,40268.00000,40.00000,2519.49000,55.38980
3397.80000,40168.00000,40.00000,3038.98000,65.77960
3399.00000,40068.00000,40.00000,2346.37000,51.92740
3506.00000,40032.00000,40.00000,807.90000,21.15800
3508.80000,40132.00000,40.00000,1997.25000,44.94500
3510.10000,40232.00000,40.00000,3872.88000,82.45760
3507.60000,40332.00000,40.00000,1579.68000,36.59360
3504.90000,40432.00000,40.00000,768.60000,20.37200
3499.60000,40531.00000,40.00000,976.00000,24.52000
3489.90000,40631.00000,40.00000,1062.60000,26.25200
3474.70000,40730.00000,40.00000,1016.89000,25.33780
3467.90000,40829.00000,40.00000,894.13000,22.88260
3458.60000,40929.00000,40.00000,717.74000,19.35480
3454.70000,41029.00000,40.00000,553.41000,16.06820
3455.40000,41129.00000,40.00000,428.65000,13.57300
3462.80000,41229.00000,40.00000,329.41000,11.58820
3478.10000,41327.00000,40.00000,255.78000,10.11560
3492.20000,41426.00000,40.00000,183.98000,8.67960
3503.60000,41526.00000,40.00000,109.68000,7.19360
3509.00000,41625.00000,40.00000,53.76000,6.07520
3505.80000,41725.00000,40.00000,11.27000,5.22540
3488.40000,41824.00000,40.00000,-15.15000,5.30300
3471.80000,41922.00000,40.00000,-38.22000,5.76440
3454.10000,42021.00000,40.00000,-61.59000,6.23180
3438.70000,42120.00000,40.00000,-87.13000,6.74260
3431.90000,42219.00000,40.00000,402.07000,13.04140
3432.10000,42319.00000,40.00000,204.99000,9.09980
3446.60000,42418.00000,40.00000,10.01000,5.20020
3459.00000,42517.00000,40.00000,-75.96000,6.51920
3474.50000,42616.00000,40.00000,-28.25000,5.56500
3493.90000,42714.00000,40.00000,38.42000,5.76840
3514.80000,42812.00000,40.00000,74.12000,6.48240
3530.50000,42911.00000,40.00000,62.23000,6.24460
3578.00000,42960.00000,40.00000,35.70000,5.71400
3580.40000,42860.00000,40.00000,59.17000,6.18340
3581.00000,42760.00000,40.00000,71.98000,6.43960
3581.00000,42660.00000,40.00000,45.22000,5.90440
3581.00000,42560.00000,40.00000,-10.54000,5.21080
3579.50000,42460.00000,40.00000,67.75000,6.35500
3578.00000,42360.00000,40.00000,548.39000,15.96780
3577.00000,42260.00000,40.00000,179.50000,8.59000
3578.00000,42160.00000,40.00000,-121.34000,7.42680
3578.00000,42060.00000,40.00000,-93.50000,6.87000
3578.80000,41960.00000,40.00000,-58.00000,6.16000
3580.90000,41860.00000,40.00000,-42.06000,5.84120
3582.10000,41760.00000,40.00000,-18.62000,5.37240
3586.10000,41660.00000,40.00000,14.06000,5.28120
3587.00000,41560.00000,40.00000,55.64000,6.11280
3586.60000,41460.00000,40.00000,110.98000,7.21960
3589.00000,41360.00000,40.00000,189.82000,8.79640
3592.40000,41260.00000,40.00000,246.88000,9.93760
3594.80000,41160.00000,40.00000,321.10000,11.42200
3598.10000,41060.00000,40.00000,402.68000,13.05360
3600.50000,40960.00000,40.00000,491.42000,14.82840
3603.80000,40860.00000,40.00000,591.27000,16.82540
3607.30000,40760.00000,40.00000,713.76000,19.27520
3611.10000,40660.00000,40.00000,866.79000,22.33580
3615.80000,40561.00000,40.00000,1072.96000,26.45920
3619.20000,40461.00000,40.00000,1865.52000,42.31040
3621.00000,40361.00000,40.00000,1789.34000,40.78680
3621.00000,40261.00000,40.00000,1455.91000,34.11820
3618.80000,40161.00000,40.00000,870.33000,22.40660
3616.10000,40061.00000,40.00000,669.05000,18.38100
3678.00000,40050.00000,40.00000,632.00000,17.64000
3678.00000,40150.00000,40.00000,427.40000,13.54800
3680.80000,40250.00000,40.00000,461.66000,14.23320
3682.60000,40350.00000,40.00000,800.90000,21.01800
3685.50000,40450.00000,40.00000,2411.23000,53.22460
3688.30000,40550.00000,40.00000,1264.51000,30.29020
3691.80000,40650.00000,40.00000,970.02000,24.40040
3695.00000,40749.00000,40.00000,699.11000,18.98220
3697.90000,40849.00000,40.00000,537.13000,15.74260
3700.30000,40949.00000,40.00000,455.73000,14.11460
3697.60000,41049.00000,40.00000,371.74000,12.43480
3695.00000,41149.00000,40.00000,293.06000,10.86120
3693.00000,41249.00000,40.00000,226.81000,9.53620
3690.60000,41349.00000,40.00000,169.84000,8.39680
3688.00000,41449.00000,40.00000,109.36000,7.18720
3683.30000,41549.00000,40.00000,54.82000,6.09640
3680.90000,41649.00000,40.00000,10.48000,5.20960
3680.90000,41749.00000,40.00000,-20.29000,5.40580
3683.10000,41849.00000,40.00000,-47.23000,5.94460
3685.80000,41949.00000,40.00000,-69.51000,6.39020
3689.60000,42049.00000,40.00000,-81.53000,6.63060
3693.80000,42149.00000,40.00000,-114.11000,7.28220
3697.50000,42249.00000,40.00000,-125.05000,7.50100
3700.00000,42349.00000,40.00000,62.23000,6.24460
3702.50000,42449.00000,40.00000,581.09000,16.62180
3705.00000,42549.00000,40.00000,-72.71000,6.45420
3706.00000,42649.00000,40.00000,-40.97000,5.81940
3707.00000,42749.00000,40.00000,44.62000,5.89240
3706.00000,42849.00000,40.00000,41.20000,5.82400
3702.70000,42949.00000,40.00000,22.01000,5.44020
3829.00000,42969.00000,40.00000,-10.20000,5.20400
3829.00000,42869.00000,40.00000,-14.94000,5.29880
3830.10000,42769.00000,40.00000,12.00000,5.24000
3831.70000,42669.00000,40.00000,2.93000,5.05860
3830.80000,42569.00000,40.00000,-115.06000,7.30120
3827.50000,42469.00000,40.00000,79.26000,6.58520
3821.50000,42369.00000,40.00000,245.30000,9.90600
3814.10000,42269.00000,40.00000,-118.78000,7.37560
3807.00000,42170.00000,40.00000,-121.04000,7.42080
3799.80000,42070.00000,40.00000,-104.22000,7.08440
3794.40000,41970.00000,40.00000,-86.84000,6.73680
3791.80000,41870.00000,40.00000,-66.62000,6.33240
3792.90000,41770.00000,40.00000,-44.25000,5.88500
3795.00000,41670.00000,40.00000,-18.79000,5.37580
3797.00000,41570.00000,40.00000,16.80000,5.33600
3796.10000,41470.00000,40.00000,58.71000,6.17420
3796.00000,41370.00000,40.00000,100.86000,7.01720
3797.00000,41270.00000,40.00000,153.56000,8.07120
3798.00000,41170.00000,40.00000,209.10000,9.18200
3799.30000,41070.00000,40.00000,262.52000,10.25040
3801.70000,40970.00000,40.00000,327.59000,11.55180
3803.10000,40870.00000,40.00000,403.43000,13.06860
3805.00000,40770.00000,40.00000,526.96000,15.53920
3805.00000,40670.00000,40.00000,647.46000,17.94920
3805.00000,40570.00000,40.00000,625.15000,17.50300
3805.80000,40470.00000,40.00000,495.00000,14.90000
3806.00000,40370.00000,40.00000,295.02000,10.90040
3807.00000,40270.00000,40.00000,216.86000,9.33720
3807.00000,40170.00000,40.00000,303.25000,11.06500
3807.90000,40070.00000,40.00000,447.73000,13.95460
3877.00000,40043.00000,40.00000,555.40000,16.10800
3877.00000,40143.00000,40.00000,370.58000,12.41160
3877.90000,40243.00000,40.00000,202.47000,9.04940
3882.50000,40343.00000,40.00000,120.30000,7.40600
3887.20000,40443.00000,40.00000,128.64000,7.57280
3889.00000,40542.00000,40.00000,203.47000,9.06940
3889.00000,40642.00000,40.00000,333.25000,11.66500
3889.00000,40742.00000,40.00000,403.72000,13.07440
3889.90000,40842.00000,40.00000,353.46000,12.06920
3891.30000,40942.00000,40.00000,282.80000,10.65600
3893.10000,41042.00000,40.00000,231.99000,9.63980
