X,Y,Z,TMI_nT,Std_nT
3894.00000,41142.00000,40.00000,187.98000,8.75960
3895.00000,41242.00000,40.00000,142.49000,7.84980
3895.00000,41342.00000,40.00000,98.61000,6.97220
3894.00000,41442.00000,40.00000,78.52000,6.57040
3894.00000,41542.00000,40.00000,25.76000,5.51520
3894.00000,41642.00000,40.00000,-3.42000,5.06840
3892.30000,41742.00000,40.00000,-33.16000,5.66320
3888.10000,41842.00000,40.00000,-53.06000,6.06120
3883.70000,41942.00000,40.00000,-68.66000,6.37320
3878.20000,42042.00000,40.00000,-82.27000,6.64540
3875.90000,42142.00000,40.00000,-97.06000,6.94120
3876.00000,42242.00000,40.00000,-111.21000,7.22420
3879.30000,42342.00000,40.00000,-103.14000,7.06280
3883.30000,42442.00000,40.00000,150.20000,8.00400
3888.40000,42542.00000,40.00000,-121.79000,7.43580
3893.70000,42642.00000,40.00000,-99.00000,6.98000
3900.60000,42741.00000,40.00000,-40.44000,5.80880
3904.40000,42841.00000,40.00000,-20.07000,5.40140
3905.00000,42941.00000,40.00000,-6.27000,5.12540
4001.00000,42965.00000,40.00000,36.60000,5.73200
3997.60000,42865.00000,40.00000,35.56000,5.71120
3994.50000,42765.00000,40.00000,-3.29000,5.06580
3988.40000,42665.00000,40.00000,-57.79000,6.15580
3982.50000,42565.00000,40.00000,-91.57000,6.83140
3978.90000,42465.00000,40.00000,-100.46000,7.00920
3976.90000,42365.00000,40.00000,-95.71000,6.91420
3977.00000,42265.00000,40.00000,-96.22000,6.92440
3978.00000,42165.00000,40.00000,-85.42000,6.70840
3978.00000,42065.00000,40.00000,-71.86000,6.43720
3978.00000,41965.00000,40.00000,-56.94000,6.13880
3978.00000,41865.00000,40.00000,-42.32000,5.84640
3978.30000,41765.00000,40.00000,-27.90000,5.55800
3980.60000,41665.00000,40.00000,-7.23000,5.14460
3983.90000,41565.00000,40.00000,18.46000,5.36920
3986.00000,41465.00000,40.00000,58.27000,6.16540
3986.00000,41365.00000,40.00000,77.10000,6.54200
3986.90000,41265.00000,40.00000,101.64000,7.03280
3988.90000,41165.00000,40.00000,134.75000,7.69500
3991.40000,41066.00000,40.00000,163.84000,8.27680
3996.10000,40966.00000,40.00000,180.01000,8.60020
4000.80000,40866.00000,40.00000,182.08000,8.64160
4005.50000,40766.00000,40.00000,173.53000,8.47060
4009.30000,40666.00000,40.00000,132.59000,7.65180
4013.00000,40566.00000,40.00000,54.61000,6.09220
4015.30000,40466.00000,40.00000,-12.57000,5.25140
4017.00000,40366.00000,40.00000,-46.91000,5.93820
4018.00000,40266.00000,40.00000,-21.79000,5.43580
4018.00000,40166.00000,40.00000,139.11000,7.78220
4016.90000,40066.00000,40.00000,450.36000,14.00720
4094.00000,40042.00000,40.00000,794.70000,20.89400
4091.10000,40142.00000,40.00000,281.71000,10.63420
4091.00000,40242.00000,40.00000,-81.37000,6.62740
4091.00000,40342.00000,40.00000,-162.20000,8.24400
4091.00000,40442.00000,40.00000,-94.88000,6.89760
4091.00000,40542.00000,40.00000,-31.70000,5.63400
4091.00000,40642.00000,40.00000,35.34000,5.70680
4091.00000,40742.00000,40.00000,90.75000,6.81500
4091.00000,40842.00000,40.00000,122.92000,7.45840
4091.00000,40942.00000,40.00000,131.20000,7.62400
4091.00000,41042.00000,40.00000,131.73000,7.63460
4091.00000,41142.00000,40.00000,128.78000,7.57560
4091.00000,41242.00000,40.00000,116.71000,7.33420
4091.60000,41342.00000,40.00000,96.64000,6.93280
4092.00000,41442.00000,40.00000,83.62000,6.67240
4092.00000,41542.00000,40.00000,58.91000,6.17820
4092.00000,41642.00000,40.00000,36.50000,5.73000
4091.00000,41742.00000,40.00000,17.14000,5.34280
4090.00000,41842.00000,40.00000,2.87000,5.05740
4090.00000,41942.00000,40.00000,-11.48000,5.22960
4090.00000,42042.00000,40.00000,-29.12000,5.58240
4090.90000,42142.00000,40.00000,-46.43000,5.92860
4093.10000,42242.00000,40.00000,-59.49000,6.18980
4096.00000,42342.00000,40.00000,-69.78000,6.39560
4099.40000,42441.00000,40.00000,-76.92000,6.53840
4102.00000,42541.00000,40.00000,-74.04000,6.48080
4104.40000,42641.00000,40.00000,-58.92000,6.17840
4105.90000,42741.00000,40.00000,-7.75000,5.15500
4107.30000,42841.00000,40.00000,84.10000,6.68200
4108.90000,42941.00000,40.00000,90.55000,6.81100
4203.00000,42959.00000,40.00000,85.00000,6.70000
4204.30000,42859.00000,40.00000,75.12000,6.50240
4205.80000,42759.00000,40.00000,20.43000,5.40860
4207.00000,42659.00000,40.00000,-28.91000,5.57820
4208.00000,42559.00000,40.00000,-48.29000,5.96580
4209.00000,42459.00000,40.00000,-49.89000,5.99780
4207.60000,42359.00000,40.00000,-44.54000,5.89080
4205.20000,42259.00000,40.00000,-33.79000,5.67580
4202.80000,42159.00000,40.00000,-22.35000,5.44700
4200.00000,42059.00000,40.00000,-6.49000,5.12980
4199.00000,41959.00000,40.00000,12.37000,5.24740
4198.00000,41859.00000,40.00000,32.64000,5.65280
4196.80000,41759.00000,40.00000,47.40000,5.94800
4198.00000,41659.00000,40.00000,62.96000,6.25920
4200.10000,41559.00000,40.00000,79.20000,6.58400
4203.80000,41459.00000,40.00000,93.67000,6.87340
4207.30000,41359.00000,40.00000,106.03000,7.12060
4209.80000,41259.00000,40.00000,115.65000,7.31300
4212.00000,41159.00000,40.00000,117.34000,7.34680
4213.00000,41059.00000,40.00000,110.13000,7.20260
4214.10000,40959.00000,40.00000,96.95000,6.93900
4213.00000,40859.00000,40.00000,77.10000,6.54200
4210.00000,40759.00000,40.00000,38.60000,5.77200
4207.60000,40659.00000,40.00000,-26.75000,5.53500
4204.50000,40559.00000,40.00000,-92.62000,6.85240
4202.20000,40459.00000,40.00000,-153.64000,8.07280
4201.00000,40359.00000,40.00000,-279.87000,10.59740
4200.90000,40259.00000,40.00000,-320.55000,11.41100
4202.60000,40159.00000,40.00000,716.44000,19.32880
4204.00000,40059.00000,40.00000,2286.53000,50.73060
4295.00000,40030.00000,40.00000,3951.90000,84.03800
4293.00000,40130.00000,40.00000,4922.19000,103.44400
4291.00000,40230.00000,40.00000,3027.71000,65.55420
4289.40000,40330.00000,40.00000,296.32000,10.92640
4287.90000,40430.00000,40.00000,-164.83000,8.29660
4287.00000,40530.00000,40.00000,-179.25000,8.58500
4285.50000,40630.00000,40.00000,-123.93000,7.47860
4284.00000,40730.00000,40.00000,-40.44000,5.80880
4284.50000,40830.00000,40.00000,34.31000,5.68620
4286.10000,40930.00000,40.00000,76.04000,6.52080
4288.80000,41030.00000,40.00000,97.84000,6.95680
4292.40000,41129.00000,40.00000,118.73000,7.37460
4298.60000,41229.00000,40.00000,130.83000,7.61660
4302.00000,41329.00000,40.00000,129.74000,7.59480
4303.00000,41429.00000,40.00000,133.54000,7.67080
4302.50000,41529.00000,40.00000,139.44000,7.78880
4298.70000,41629.00000,40.00000,111.25000,7.22500
4294.30000,41729.00000,40.00000,91.32000,6.82640
4290.50000,41829.00000,40.00000,70.02000,6.40040
4286.90000,41929.00000,40.00000,52.97000,6.05940
4284.90000,42029.00000,40.00000,34.26000,5.68520
4285.10000,42129.00000,40.00000,15.25000,5.30500
4286.50000,42229.00000,40.00000,-2.50000,5.05000
4291.10000,42329.00000,40.00000,-13.93000,5.27860
4296.40000,42429.00000,40.00000,-25.04000,5.50080
4302.80000,42528.00000,40.00000,-31.30000,5.62600
4308.70000,42628.00000,40.00000,-29.59000,5.59180
4313.50000,42728.00000,40.00000,-22.21000,5.44420
4318.20000,42828.00000,40.00000,3.43000,5.06860
4320.60000,42928.00000,40.00000,17.72000,5.35440
4411.00000,42966.00000,40.00000,9.70000,5.19400
4414.50000,42866.00000,40.00000,-0.16000,5.00320
4413.70000,42766.00000,40.00000,-10.77000,5.21540
4409.30000,42666.00000,40.00000,-13.52000,5.27040
4405.20000,42566.00000,40.00000,-9.28000,5.18560
4401.00000,42466.00000,40.00000,0.00000,5.00000
4395.80000,42366.00000,40.00000,7.88000,5.15760
4392.00000,42266.00000,40.00000,20.90000,5.41800
4391.10000,42166.00000,40.00000,38.49000,5.76980
4392.00000,42066.00000,40.00000,58.18000,6.16360
4392.80000,41966.00000,40.00000,79.82000,6.59640
4393.10000,41866.00000,40.00000,104.00000,7.08000
4395.50000,41766.00000,40.00000,129.88000,7.59760
4398.10000,41666.00000,40.00000,152.92000,8.05840
4400.00000,41567.00000,40.00000,180.53000,8.61060
4400.00000,41467.00000,40.00000,199.07000,8.98140
4400.00000,41367.00000,40.00000,194.88000,8.89760
4400.00000,41267.00000,40.00000,189.94000,8.79880
4400.60000,41167.00000,40.00000,183.30000,8.66600
4402.00000,41067.00000,40.00000,158.79000,8.17580
4403.00000,40967.00000,40.00000,133.17000,7.66340
4403.10000,40867.00000,40.00000,98.18000,6.96360
4401.90000,40767.00000,40.00000,2.76000,5.05520
4400.60000,40667.00000,40.00000,-111.42000,7.22840
4399.10000,40567.00000,40.00000,-176.31000,8.52620
4399.00000,40467.00000,40.00000,-51.90000,6.03800
4399.00000,40367.00000,40.00000,1362.89000,32.25780
4399.00000,40267.00000,40.00000,1472.96000,34.45920
4399.50000,40167.00000,40.00000,4502.01000,95.04020
4399.00000,40067.00000,40.00000,4027.36000,85.54720
4481.00000,40050.00000,40.00000,133.90000,7.67800
4478.00000,40150.00000,40.00000,5220.64000,109.41300
4475.90000,40250.00000,40.00000,4653.82000,98.07640
4475.00000,40350.00000,40.00000,3608.96000,77.17920
4476.00000,40450.00000,40.00000,849.79000,21.99580
4477.20000,40550.00000,40.00000,-149.59000,7.99180
4481.30000,40650.00000,40.00000,-46.37000,5.92740
4485.20000,40749.00000,40.00000,-15.84000,5.31680
4488.00000,40849.00000,40.00000,81.61000,6.63220
4489.90000,40949.00000,40.00000,152.23000,8.04460
4491.00000,41049.00000,40.00000,187.15000,8.74300
4491.00000,41149.00000,40.00000,226.21000,9.52420
4491.00000,41249.00000,40.00000,242.80000,9.85600
4491.00000,41349.00000,40.00000,253.70000,10.07400
4491.90000,41449.00000,40.00000,270.31000,10.40620
4494.60000,41549.00000,40.00000,238.80000,9.77600
4498.40000,41649.00000,40.00000,229.15000,9.58300
4501.10000,41749.00000,40.00000,205.79000,9.11580
4503.40000,41849.00000,40.00000,178.10000,8.56200
4504.60000,41949.00000,40.00000,149.38000,7.98760
4504.30000,42049.00000,40.00000,120.25000,7.40500
4502.00000,42149.00000,40.00000,91.33000,6.82660
4497.50000,42249.00000,40.00000,63.20000,6.26400
4492.50000,42349.00000,40.00000,41.35000,5.82700
4490.00000,42449.00000,40.00000,28.17000,5.56340
4490.00000,42549.00000,40.00000,11.05000,5.22100
4491.10000,42649.00000,40.00000,-2.46000,5.04920
4493.50000,42749.00000,40.00000,-6.81000,5.13620
4496.90000,42849.00000,40.00000,-4.90000,5.09800
507.00000,39957.00000,40.00000,1108.30000,27.16600
509.30000,39857.00000,40.00000,987.84000,24.75680
511.80000,39757.00000,40.00000,894.13000,22.88260
513.00000,39657.00000,40.00000,738.73000,19.77460
513.00000,39557.00000,40.00000,1224.73000,29.49460
513.00000,39457.00000,40.00000,2239.45000,49.78900
511.00000,39357.00000,40.00000,1738.11000,39.76220
509.00000,39257.00000,40.00000,524.20000,15.48400
507.00000,39157.00000,40.00000,498.46000,14.96920
507.00000,39057.00000,40.00000,539.92000,15.79840
604.00000,39030.00000,40.00000,518.10000,15.36200
607.00000,39130.00000,40.00000,528.38000,15.56760
605.60000,39230.00000,40.00000,389.74000,12.79480
603.00000,39330.00000,40.00000,371.47000,12.42940
601.00000,39430.00000,40.00000,-308.07000,11.16140
595.80000,39529.00000,40.00000,1832.62000,41.65240
588.00000,39629.00000,40.00000,883.65000,22.67300
579.30000,39729.00000,40.00000,851.45000,22.02900
571.20000,39828.00000,40.00000,826.59000,21.53180
566.60000,39928.00000,40.00000,1049.64000,25.99280
706.00000,39949.00000,40.00000,1009.80000,25.19600
710.20000,39849.00000,40.00000,904.89000,23.09780
714.60000,39749.00000,40.00000,839.32000,21.78640
719.10000,39649.00000,40.00000,1790.80000,40.81600
721.10000,39549.00000,40.00000,1369.40000,32.38800
720.60000,39449.00000,40.00000,250.73000,10.01460
718.90000,39349.00000,40.00000,194.84000,8.89680
717.80000,39249.00000,40.00000,277.07000,10.54140
716.00000,39149.00000,40.00000,395.29000,12.90580
714.10000,39049.00000,40.00000,434.65000,13.69300
806.00000,39028.00000,40.00000,330.30000,11.60600
803.00000,39128.00000,40.00000,390.59000,12.81180
799.00000,39228.00000,40.00000,265.14000,10.30280
792.70000,39327.00000,40.00000,191.10000,8.82200
785.00000,39427.00000,40.00000,179.21000,8.58420
777.60000,39527.00000,40.00000,454.18000,14.08360
773.30000,39627.00000,40.00000,1855.47000,42.10940
770.00000,39727.00000,40.00000,1633.68000,37.67360
764.80000,39827.00000,40.00000,788.70000,20.77400
761.00000,39926.00000,40.00000,853.53000,22.07060
902.00000,39959.00000,40.00000,716.10000,19.32200
910.60000,39859.00000,40.00000,705.34000,19.10680
920.00000,39760.00000,40.00000,1072.63000,26.45260
930.50000,39660.00000,40.00000,300.64000,11.01280
939.80000,39561.00000,40.00000,279.22000,10.58440
944.30000,39461.00000,40.00000,186.81000,8.73620
946.00000,39361.00000,40.00000,177.35000,8.54700
946.00000,39261.00000,40.00000,190.98000,8.81960
942.80000,39161.00000,40.00000,220.33000,9.40660
934.10000,39061.00000,40.00000,230.60000,9.61200
988.00000,39029.00000,40.00000,165.20000,8.30400
985.10000,39129.00000,40.00000,210.93000,9.21860
985.00000,39229.00000,40.00000,189.64000,8.79280
985.90000,39329.00000,40.00000,177.78000,8.55560
988.80000,39429.00000,40.00000,177.56000,8.55120
992.00000,39529.00000,40.00000,164.51000,8.29020
994.40000,39629.00000,40.00000,178.79000,8.57580
996.00000,39729.00000,40.00000,499.35000,14.98700
994.90000,39829.00000,40.00000,764.48000,20.28960
992.60000,39928.00000,40.00000,622.11000,17.44220
1117.00000,39934.00000,40.00000,667.10000,18.34200
1119.00000,39834.00000,40.00000,890.82000,22.81640
1119.00000,39734.00000,40.00000,481.02000,14.62040
1119.20000,39634.00000,40.00000,189.13000,8.78260
1120.00000,39534.00000,40.00000,156.03000,8.12060
1120.00000,39434.00000,40.00000,163.18000,8.26360
1119.00000,39334.00000,40.00000,168.17000,8.36340
1118.00000,39234.00000,40.00000,193.41000,8.86820
1114.50000,39134.00000,40.00000,224.36000,9.48720
1108.10000,39034.00000,40.00000,159.34000,8.18680
1191.00000,39033.00000,40.00000,111.90000,7.23800
1185.40000,39133.00000,40.00000,174.93000,8.49860
1180.00000,39232.00000,40.00000,228.66000,9.57320
1174.00000,39332.00000,40.00000,181.97000,8.63940
1167.60000,39432.00000,40.00000,161.61000,8.23220
1162.00000,39532.00000,40.00000,159.55000,8.19100
1162.60000,39632.00000,40.00000,161.30000,8.22600
1167.60000,39732.00000,40.00000,271.66000,10.43320
1173.10000,39832.00000,40.00000,732.35000,19.64700
1178.10000,39931.00000,40.00000,674.88000,18.49760
1303.00000,39936.00000,40.00000,661.10000,18.22200
1299.30000,39836.00000,40.00000,423.90000,13.47800
1295.50000,39736.00000,40.00000,189.93000,8.79860
1292.90000,39636.00000,40.00000,152.39000,8.04780
1291.80000,39536.00000,40.00000,160.25000,8.20500
1293.00000,39436.00000,40.00000,173.03000,8.46060
1294.00000,39336.00000,40.00000,216.99000,9.33980
1294.00000,39236.00000,40.00000,248.09000,9.96180
1294.00000,39136.00000,40.00000,151.04000,8.02080
1292.80000,39036.00000,40.00000,117.72000,7.35440
1388.00000,39031.00000,40.00000,59.90000,6.19800
1387.00000,39131.00000,40.00000,127.92000,7.55840
1387.00000,39231.00000,40.00000,172.92000,8.45840
1386.00000,39331.00000,40.00000,266.71000,10.33420
1384.00000,39431.00000,40.00000,189.05000,8.78100
1381.20000,39531.00000,40.00000,152.67000,8.05340
1378.10000,39631.00000,40.00000,154.02000,8.08040
1374.00000,39731.00000,40.00000,159.05000,8.18100
1373.00000,39830.00000,40.00000,222.67000,9.45340
1373.70000,39930.00000,40.00000,581.83000,16.63660
1522.00000,39945.00000,40.00000,293.40000,10.86800
1524.10000,39845.00000,40.00000,189.43000,8.78860
1526.40000,39745.00000,40.00000,163.07000,8.26140
1529.00000,39645.00000,40.00000,170.26000,8.40520
1532.50000,39545.00000,40.00000,157.15000,8.14300
1535.60000,39445.00000,40.00000,199.78000,8.99560
1537.00000,39345.00000,40.00000,225.27000,9.50540
1536.00000,39245.00000,40.00000,101.28000,7.02560
1534.30000,39145.00000,40.00000,78.30000,6.56600
1530.80000,39045.00000,40.00000,46.60000,5.93200
1591.00000,39035.00000,40.00000,-4.90000,5.09800
1587.50000,39135.00000,40.00000,37.57000,5.75140
1584.90000,39235.00000,40.00000,70.26000,6.40520
1583.00000,39335.00000,40.00000,121.90000,7.43800
1581.30000,39435.00000,40.00000,220.42000,9.40840
1579.80000,39535.00000,40.00000,180.98000,8.61960
1575.50000,39634.00000,40.00000,167.62000,8.35240
1570.70000,39734.00000,40.00000,170.86000,8.41720
1568.80000,39834.00000,40.00000,161.27000,8.22540
1569.30000,39934.00000,40.00000,211.64000,9.23280
1701.00000,39934.00000,40.00000,199.00000,8.98000
1703.30000,39834.00000,40.00000,160.71000,8.21420
1706.70000,39734.00000,40.00000,173.18000,8.46360
1710.40000,39634.00000,40.00000,185.29000,8.70580
1715.10000,39534.00000,40.00000,233.35000,9.66700
1719.70000,39434.00000,40.00000,188.28000,8.76560
1725.20000,39334.00000,40.00000,112.98000,7.25960
1729.30000,39234.00000,40.00000,36.29000,5.72580
1732.00000,39134.00000,40.00000,-7.21000,5.14420
1733.00000,39034.00000,40.00000,-54.64000,6.09280
1794.00000,39029.00000,40.00000,-124.30000,7.48600
1795.00000,39129.00000,40.00000,-40.96000,5.81920
1794.00000,39229.00000,40.00000,5.62000,5.11240
1793.20000,39329.00000,40.00000,53.21000,6.06420
1793.00000,39429.00000,40.00000,159.66000,8.19320
1794.00000,39529.00000,40.00000,254.63000,10.09260
1795.10000,39629.00000,40.00000,217.52000,9.35040
1794.00000,39729.00000,40.00000,168.99000,8.37980
1791.20000,39829.00000,40.00000,154.68000,8.09360
1790.00000,39929.00000,40.00000,157.09000,8.14180
1902.00000,39938.00000,40.00000,144.30000,7.88600
1902.50000,39838.00000,40.00000,139.24000,7.78480
1907.30000,39738.00000,40.00000,163.02000,8.26040
1914.10000,39638.00000,40.00000,188.75000,8.77500
1919.80000,39538.00000,40.00000,230.21000,9.60420
1926.80000,39439.00000,40.00000,103.48000,7.06960
1933.70000,39339.00000,40.00000,37.57000,5.75140
1939.30000,39239.00000,40.00000,-9.13000,5.18260
1941.90000,39139.00000,40.00000,-105.99000,7.11980
1942.60000,39039.00000,40.00000,-247.05000,9.94100
1993.00000,39032.00000,40.00000,-396.70000,12.93400
1994.80000,39132.00000,40.00000,-187.36000,8.74720
1995.30000,39232.00000,40.00000,-48.29000,5.96580
1995.90000,39332.00000,40.00000,16.24000,5.32480
1994.00000,39432.00000,40.00000,59.51000,6.19020
1992.20000,39532.00000,40.00000,153.24000,8.06480
1989.30000,39632.00000,40.00000,198.86000,8.97720
1984.60000,39731.00000,40.00000,165.84000,8.31680
1976.60000,39831.00000,40.00000,149.24000,7.98480
1971.10000,39931.00000,40.00000,125.66000,7.51320
2110.00000,39954.00000,40.00000,107.40000,7.14800
2118.00000,39854.00000,40.00000,135.28000,7.70560
2128.00000,39755.00000,40.00000,160.84000,8.21680
2137.90000,39655.00000,40.00000,184.38000,8.68760
2146.90000,39556.00000,40.00000,161.19000,8.22380
2153.50000,39456.00000,40.00000,35.52000,5.71040
2157.00000,39356.00000,40.00000,-7.95000,5.15900
2153.70000,39256.00000,40.00000,-145.40000,7.90800
2138.20000,39157.00000,40.00000,-251.75000,10.03500
2120.10000,39059.00000,40.00000,-347.24000,11.94480
2202.00000,39032.00000,40.00000,525.30000,15.50600
2200.20000,39132.00000,40.00000,-173.36000,8.46720
2198.50000,39232.00000,40.00000,-181.67000,8.63340
2196.80000,39332.00000,40.00000,-87.66000,6.75320
2193.00000,39432.00000,40.00000,6.46000,5.12920
2189.30000,39532.00000,40.00000,61.28000,6.22560
2185.10000,39631.00000,40.00000,110.16000,7.20320
2180.30000,39731.00000,40.00000,186.72000,8.73440
2173.90000,39831.00000,40.00000,161.38000,8.22760
2169.00000,39931.00000,40.00000,115.91000,7.31820
2310.00000,39968.00000,40.00000,97.00000,6.94000
2317.00000,39868.00000,40.00000,114.02000,7.28040
2326.10000,39768.00000,40.00000,164.78000,8.29560
2334.50000,39669.00000,40.00000,126.20000,7.52400
2342.00000,39569.00000,40.00000,35.31000,5.70620
2346.00000,39469.00000,40.00000,-19.53000,5.39060
2345.90000,39369.00000,40.00000,-99.82000,6.99640
2341.60000,39269.00000,40.00000,-273.08000,10.46160
2332.50000,39170.00000,40.00000,-379.18000,12.58360
2321.50000,39070.00000,40.00000,-186.25000,8.72500
2391.00000,39028.00000,40.00000,47.80000,5.95600
2398.00000,39127.00000,40.00000,-180.10000,8.60200
2403.80000,39227.00000,40.00000,-398.01000,12.96020
2407.80000,39327.00000,40.00000,-235.02000,9.70040
2410.60000,39427.00000,40.00000,-90.74000,6.81480
2411.00000,39527.00000,40.00000,-3.57000,5.07140
2410.00000,39627.00000,40.00000,39.34000,5.78680
2409.00000,39727.00000,40.00000,132.17000,7.64340
2408.30000,39827.00000,40.00000,140.95000,7.81900
2404.60000,39927.00000,40.00000,96.48000,6.92960
2485.00000,39937.00000,40.00000,94.00000,6.88000
2485.00000,39837.00000,40.00000,103.79000,7.07580
2488.20000,39737.00000,40.00000,121.50000,7.43000
2496.80000,39637.00000,40.00000,30.45000,5.60900
2505.50000,39538.00000,40.00000,-26.88000,5.53760
2511.80000,39438.00000,40.00000,-106.85000,7.13700
2518.40000,39338.00000,40.00000,-184.04000,8.68080
2525.00000,39238.00000,40.00000,-328.83000,11.57660
2529.30000,39138.00000,40.00000,-166.41000,8.32820
2532.00000,39038.00000,40.00000,91.15000,6.82300
2598.00000,39034.00000,40.00000,924.00000,23.48000
2595.10000,39134.00000,40.00000,80.38000,6.60760
2594.30000,39234.00000,40.00000,-283.95000,10.67900
2593.60000,39334.00000,40.00000,-79.49000,6.58980
2592.00000,39434.00000,40.00000,-168.32000,8.36640
2592.00000,39534.00000,40.00000,-90.72000,6.81440
2591.00000,39634.00000,40.00000,-35.05000,5.70100
2593.00000,39734.00000,40.00000,48.02000,5.96040
2592.80000,39834.00000,40.00000,116.54000,7.33080
2589.30000,39934.00000,40.00000,75.71000,6.51420
2688.00000,39921.00000,40.00000,76.40000,6.52800
2688.00000,39821.00000,40.00000,91.59000,6.83180
2688.00000,39721.00000,40.00000,40.60000,5.81200
2688.90000,39621.00000,40.00000,-47.34000,5.94680
2694.50000,39521.00000,40.00000,-131.85000,7.63700
2701.10000,39421.00000,40.00000,-203.38000,9.06760
2707.80000,39321.00000,40.00000,-52.26000,6.04520
2714.50000,39222.00000,40.00000,-30.03000,5.60060
2718.60000,39122.00000,40.00000,804.98000,21.09960
2798.00000,39036.00000,40.00000,1523.90000,35.47800
2798.60000,39136.00000,40.00000,1169.07000,28.38140
2800.00000,39236.00000,40.00000,147.81000,7.95620
2801.00000,39336.00000,40.00000,-18.30000,5.36600
2802.80000,39436.00000,40.00000,-34.12000,5.68240
2804.50000,39536.00000,40.00000,-210.26000,9.20520
2809.20000,39636.00000,40.00000,-113.11000,7.26220
2814.50000,39735.00000,40.00000,-8.83000,5.17660
2813.00000,39835.00000,40.00000,75.29000,6.50580
2806.90000,39935.00000,40.00000,59.50000,6.19000
2898.00000,39933.00000,40.00000,50.50000,6.01000
2898.10000,39833.00000,40.00000,73.48000,6.46960
2902.30000,39733.00000,40.00000,-46.61000,5.93220
2905.00000,39633.00000,40.00000,-155.91000,8.11820
2909.60000,39533.00000,40.00000,-259.34000,10.18680
2913.60000,39433.00000,40.00000,526.77000,15.53540
2918.10000,39333.00000,40.00000,-15.48000,5.30960
2921.80000,39233.00000,40.00000,138.88000,7.77760
2924.50000,39133.00000,40.00000,836.76000,21.73520
2927.10000,39033.00000,40.00000,1771.86000,40.43720
3004.00000,39030.00000,40.00000,1771.30000,40.42600
3002.00000,39130.00000,40.00000,1499.70000,34.99400
3000.10000,39230.00000,40.00000,639.18000,17.78360
2999.00000,39330.00000,40.00000,241.26000,9.82520
2998.70000,39430.00000,40.00000,114.80000,7.29600
2998.00000,39530.00000,40.00000,318.21000,11.36420
2999.00000,39630.00000,40.00000,-223.37000,9.46740
3000.40000,39730.00000,40.00000,-127.33000,7.54660
3005.30000,39829.00000,40.00000,-0.74000,5.01480
3005.10000,39929.00000,40.00000,-17.15000,5.34300
3080.00000,39964.00000,40.00000,48.90000,5.97800
3082.40000,39864.00000,40.00000,-14.17000,5.28340
3084.00000,39764.00000,40.00000,-129.12000,7.58240
3085.60000,39664.00000,40.00000,-106.75000,7.13500
3088.50000,39564.00000,40.00000,144.30000,7.88600
3091.50000,39464.00000,40.00000,104.77000,7.09540
3096.30000,39364.00000,40.00000,440.75000,13.81500
3101.80000,39264.00000,40.00000,1035.90000,25.71800
3106.80000,39164.00000,40.00000,1472.16000,34.44320
3110.60000,39064.00000,40.00000,2511.04000,55.22080
3173.00000,39950.00000,40.00000,379.90000,12.59800
3168.50000,39850.00000,40.00000,25.52000,5.51040
3165.20000,39750.00000,40.00000,-172.99000,8.45980
3162.80000,39650.00000,40.00000,115.77000,7.31540
3165.30000,39550.00000,40.00000,167.21000,8.34420
3171.50000,39450.00000,40.00000,157.42000,8.14840
3182.50000,39351.00000,40.00000,493.68000,14.87360
3191.70000,39252.00000,40.00000,893.67000,22.87340
3201.40000,39152.00000,40.00000,1202.47000,29.04940
3210.60000,39053.00000,40.00000,928.20000,23.56400
3289.00000,39032.00000,40.00000,-11.40000,5.22800
3290.60000,39132.00000,40.00000,1087.26000,26.74520
3291.00000,39232.00000,40.00000,588.46000,16.76920
3291.00000,39332.00000,40.00000,142.99000,7.85980
3292.00000,39432.00000,40.00000,113.60000,7.27200
3293.00000,39532.00000,40.00000,37.27000,5.74540
3294.00000,39632.00000,40.00000,14.25000,5.28500
3295.00000,39732.00000,40.00000,-236.08000,9.72160
3295.00000,39832.00000,40.00000,-68.93000,6.37860
3296.00000,39932.00000,40.00000,2737.58000,59.75160
3399.00000,39962.00000,40.00000,2932.50000,63.65000
3399.00000,39862.00000,40.00000,1478.86000,34.57720
3398.10000,39762.00000,40.00000,-86.39000,6.72780
3397.90000,39662.00000,40.00000,-186.73000,8.73460
3397.60000,39562.00000,40.00000,-74.58000,6.49160
3401.10000,39462.00000,40.00000,-42.09000,5.84180
3406.30000,39362.00000,40.00000,-85.92000,6.71840
3413.90000,39262.00000,40.00000,-59.50000,6.19000
3420.10000,39162.00000,40.00000,537.43000,15.74860
3424.10000,39063.00000,40.00000,-39.65000,5.79300
3482.00000,39042.00000,40.00000,-89.80000,6.79600
3484.50000,39142.00000,40.00000,-15.05000,5.30100
3488.40000,39242.00000,40.00000,107.01000,7.14020
3492.20000,39342.00000,40.00000,-118.31000,7.36620
3496.90000,39441.00000,40.00000,-96.20000,6.92400
3502.60000,39541.00000,40.00000,-79.07000,6.58140
3504.50000,39641.00000,40.00000,-138.23000,7.76460
3502.00000,39741.00000,40.00000,-211.42000,9.22840
3502.50000,39841.00000,40.00000,1652.93000,38.05860
3504.40000,39941.00000,40.00000,1469.82000,34.39640
3611.00000,39947.00000,40.00000,971.10000,24.42200
3606.10000,39847.00000,40.00000,953.89000,24.07780
3602.00000,39747.00000,40.00000,34.14000,5.68280
3603.00000,39647.00000,40.00000,-70.31000,6.40620
3605.00000,39547.00000,40.00000,-80.98000,6.61960
