X,Y,Z,Anomalia_Bouguer_mGal,Error_Est
557280.00000,7133600.00000,427.00490,-1.96296,0.00000
557300.00000,7133600.00000,427.01360,-1.99806,0.00000
557320.00000,7133600.00000,427.00590,-2.00863,0.00000
557340.00000,7133600.00000,426.94680,-1.99540,0.00000
557360.00000,7133600.00000,426.94680,-1.96870,0.00000
557380.00000,7133600.00000,426.86210,-1.94869,0.00000
557400.00000,7133600.00000,426.82920,-1.94282,0.00000
557420.00000,7133600.00000,427.02640,-1.94845,0.00000
557440.00000,7133600.00000,427.02640,-1.94077,0.00000
557460.00000,7133600.00000,427.63560,-1.83305,0.00000
557480.00000,7133600.00000,428.68170,-1.62889,0.00000
557500.00000,7133600.00000,430.09310,-1.35936,0.00000
557520.00000,7133600.00000,430.09310,-1.11832,0.00000
557540.00000,7133600.00000,431.66130,-0.88531,0.00000
557560.00000,7133600.00000,433.21710,-0.68011,0.00000
557580.00000,7133600.00000,434.67100,-0.52370,0.00000
557600.00000,7133600.00000,434.67100,-0.41283,0.00000
557000.00000,7133620.00000,430.72350,-0.35767,0.00000
557020.00000,7133620.00000,430.72350,-0.41167,0.00000
557040.00000,7133620.00000,429.11630,-0.47504,0.00000
557060.00000,7133620.00000,427.89480,-0.55071,0.00000
557080.00000,7133620.00000,427.14010,-0.64090,0.00000
557100.00000,7133620.00000,426.84040,-0.74781,0.00000
557120.00000,7133620.00000,426.84040,-0.87311,0.00000
557140.00000,7133620.00000,426.83800,-1.01707,0.00000
557160.00000,7133620.00000,426.93770,-1.17402,0.00000
557180.00000,7133620.00000,426.99530,-1.33268,0.00000
557200.00000,7133620.00000,426.99530,-1.48148,0.00000
557220.00000,7133620.00000,427.01010,-1.61265,0.00000
557240.00000,7133620.00000,427.00490,-1.72378,0.00000
557260.00000,7133620.00000,427.00670,-1.81426,0.00000
557280.00000,7133620.00000,427.00670,-1.88489,0.00000
557300.00000,7133620.00000,427.01410,-1.93523,0.00000
557320.00000,7133620.00000,427.00780,-1.96272,0.00000
557340.00000,7133620.00000,426.95300,-1.96861,0.00000
557360.00000,7133620.00000,426.95300,-1.96194,0.00000
557380.00000,7133620.00000,426.86380,-1.95861,0.00000
557400.00000,7133620.00000,426.82470,-1.96212,0.00000
557420.00000,7133620.00000,427.02670,-1.97388,0.00000
557440.00000,7133620.00000,427.02670,-1.96118,0.00000
557460.00000,7133620.00000,427.62900,-1.83842,0.00000
557480.00000,7133620.00000,428.69540,-1.63051,0.00000
557500.00000,7133620.00000,430.12010,-1.37887,0.00000
557520.00000,7133620.00000,430.12010,-1.14873,0.00000
557540.00000,7133620.00000,431.71940,-0.91151,0.00000
557560.00000,7133620.00000,433.34430,-0.69711,0.00000
557580.00000,7133620.00000,434.89470,-0.53369,0.00000
557600.00000,7133620.00000,434.89470,-0.41865,0.00000
557000.00000,7133640.00000,430.71510,-0.33978,0.00000
557020.00000,7133640.00000,430.71510,-0.38900,0.00000
557040.00000,7133640.00000,429.19090,-0.44608,0.00000
557060.00000,7133640.00000,427.97700,-0.51352,0.00000
557080.00000,7133640.00000,427.19650,-0.59308,0.00000
557100.00000,7133640.00000,426.85780,-0.68642,0.00000
557120.00000,7133640.00000,426.85780,-0.79470,0.00000
557140.00000,7133640.00000,426.83850,-0.91822,0.00000
557160.00000,7133640.00000,426.93400,-1.05398,0.00000
557180.00000,7133640.00000,426.99600,-1.19615,0.00000
557200.00000,7133640.00000,426.99600,-1.33761,0.00000
557220.00000,7133640.00000,427.01370,-1.47112,0.00000
557240.00000,7133640.00000,427.00680,-1.59125,0.00000
557260.00000,7133640.00000,427.00600,-1.69375,0.00000
557280.00000,7133640.00000,427.00600,-1.77724,0.00000
557300.00000,7133640.00000,427.01510,-1.83983,0.00000
557320.00000,7133640.00000,427.00940,-1.87909,0.00000
557340.00000,7133640.00000,426.94620,-1.89836,0.00000
557360.00000,7133640.00000,426.94620,-1.90621,0.00000
557380.00000,7133640.00000,426.85040,-1.91329,0.00000
557400.00000,7133640.00000,426.81480,-1.91341,0.00000
557420.00000,7133640.00000,427.01700,-1.90061,0.00000
557440.00000,7133640.00000,427.01700,-1.85472,0.00000
557460.00000,7133640.00000,427.64830,-1.72684,0.00000
557480.00000,7133640.00000,428.73380,-1.53614,0.00000
557500.00000,7133640.00000,430.19650,-1.31608,0.00000
557520.00000,7133640.00000,430.19650,-1.10271,0.00000
557540.00000,7133640.00000,431.84100,-0.87838,0.00000
557560.00000,7133640.00000,433.51130,-0.67801,0.00000
557580.00000,7133640.00000,435.14130,-0.52485,0.00000
557600.00000,7133640.00000,435.14130,-0.41424,0.00000
557000.00000,7133660.00000,430.76600,-0.32066,0.00000
557020.00000,7133660.00000,430.76600,-0.36505,0.00000
557040.00000,7133660.00000,429.32180,-0.41587,0.00000
557060.00000,7133660.00000,428.11860,-0.47522,0.00000
557080.00000,7133660.00000,427.29230,-0.54442,0.00000
557100.00000,7133660.00000,426.89260,-0.62466,0.00000
557120.00000,7133660.00000,426.89260,-0.71666,0.00000
557140.00000,7133660.00000,426.83290,-0.82071,0.00000
557160.00000,7133660.00000,426.91770,-0.93554,0.00000
557180.00000,7133660.00000,426.98930,-1.05885,0.00000
557200.00000,7133660.00000,426.98930,-1.18767,0.00000
557220.00000,7133660.00000,427.01100,-1.31721,0.00000
557240.00000,7133660.00000,427.00760,-1.44082,0.00000
557260.00000,7133660.00000,427.00660,-1.55075,0.00000
557280.00000,7133660.00000,427.00660,-1.64259,0.00000
557300.00000,7133660.00000,427.01930,-1.71263,0.00000
557320.00000,7133660.00000,427.01370,-1.75854,0.00000
557340.00000,7133660.00000,426.95490,-1.78576,0.00000
557360.00000,7133660.00000,426.95490,-1.80344,0.00000
557380.00000,7133660.00000,426.84320,-1.81845,0.00000
557400.00000,7133660.00000,426.79660,-1.81680,0.00000
557420.00000,7133660.00000,427.01150,-1.78295,0.00000
557440.00000,7133660.00000,427.01150,-1.71372,0.00000
557460.00000,7133660.00000,427.65730,-1.59173,0.00000
557480.00000,7133660.00000,428.79240,-1.42587,0.00000
557500.00000,7133660.00000,430.31700,-1.23008,0.00000
557520.00000,7133660.00000,430.31700,-1.02860,0.00000
557540.00000,7133660.00000,432.03400,-0.81901,0.00000
557560.00000,7133660.00000,433.77570,-0.64022,0.00000
557580.00000,7133660.00000,435.47550,-0.50357,0.00000
557600.00000,7133660.00000,435.47550,-0.40174,0.00000
557000.00000,7133680.00000,430.76600,-0.30083,0.00000
557020.00000,7133680.00000,430.76600,-0.34050,0.00000
557040.00000,7133680.00000,429.32180,-0.38529,0.00000
557060.00000,7133680.00000,428.11860,-0.43701,0.00000
557080.00000,7133680.00000,427.29230,-0.49660,0.00000
557100.00000,7133680.00000,426.89260,-0.56489,0.00000
557120.00000,7133680.00000,426.89260,-0.64237,0.00000
557140.00000,7133680.00000,426.83290,-0.72925,0.00000
557160.00000,7133680.00000,426.91770,-0.82535,0.00000
557180.00000,7133680.00000,426.98930,-0.93032,0.00000
557200.00000,7133680.00000,426.98930,-1.04372,0.00000
557220.00000,7133680.00000,427.01100,-1.16332,0.00000
557240.00000,7133680.00000,427.00760,-1.28315,0.00000
557260.00000,7133680.00000,427.00660,-1.39349,0.00000
557280.00000,7133680.00000,427.00660,-1.48673,0.00000
557300.00000,7133680.00000,427.01930,-1.55774,0.00000
557320.00000,7133680.00000,427.01370,-1.60504,0.00000
557340.00000,7133680.00000,426.95490,-1.63597,0.00000
557360.00000,7133680.00000,426.95490,-1.66047,0.00000
557380.00000,7133680.00000,426.84320,-1.68318,0.00000
557400.00000,7133680.00000,426.79660,-1.68829,0.00000
557420.00000,7133680.00000,427.01150,-1.65603,0.00000
557440.00000,7133680.00000,427.01150,-1.58774,0.00000
557460.00000,7133680.00000,427.65730,-1.47542,0.00000
557480.00000,7133680.00000,428.79240,-1.32810,0.00000
557500.00000,7133680.00000,430.31700,-1.15357,0.00000
557520.00000,7133680.00000,430.31700,-0.96398,0.00000
557540.00000,7133680.00000,432.03400,-0.76248,0.00000
557560.00000,7133680.00000,433.77570,-0.59857,0.00000
557580.00000,7133680.00000,435.47550,-0.47594,0.00000
557600.00000,7133680.00000,435.47550,-0.38340,0.00000
557000.00000,7133700.00000,430.86160,-0.28089,0.00000
557020.00000,7133700.00000,430.86160,-0.31606,0.00000
557040.00000,7133700.00000,429.45480,-0.35524,0.00000
557060.00000,7133700.00000,428.28020,-0.39996,0.00000
557080.00000,7133700.00000,427.42800,-0.45089,0.00000
557100.00000,7133700.00000,426.96950,-0.50860,0.00000
557120.00000,7133700.00000,426.96950,-0.57349,0.00000
557140.00000,7133700.00000,426.84960,-0.64570,0.00000
557160.00000,7133700.00000,426.91330,-0.72561,0.00000
557180.00000,7133700.00000,426.98140,-0.81372,0.00000
557200.00000,7133700.00000,426.98140,-0.91086,0.00000
557220.00000,7133700.00000,427.00830,-1.01666,0.00000
557240.00000,7133700.00000,427.00700,-1.12686,0.00000
557260.00000,7133700.00000,427.01170,-1.23159,0.00000
557280.00000,7133700.00000,427.01170,-1.32040,0.00000
557300.00000,7133700.00000,427.02090,-1.38660,0.00000
557320.00000,7133700.00000,427.01610,-1.43016,0.00000
557340.00000,7133700.00000,426.96230,-1.46069,0.00000
557360.00000,7133700.00000,426.96230,-1.48958,0.00000
557380.00000,7133700.00000,426.84000,-1.52018,0.00000
557400.00000,7133700.00000,426.77630,-1.53687,0.00000
557420.00000,7133700.00000,426.99150,-1.51708,0.00000
557440.00000,7133700.00000,426.99150,-1.46089,0.00000
557460.00000,7133700.00000,427.67300,-1.36337,0.00000
557480.00000,7133700.00000,428.86200,-1.23480,0.00000
557500.00000,7133700.00000,430.46290,-1.07873,0.00000
557520.00000,7133700.00000,430.46290,-0.90038,0.00000
557540.00000,7133700.00000,432.27290,-0.70707,0.00000
557560.00000,7133700.00000,434.13880,-0.55561,0.00000
557580.00000,7133700.00000,435.95870,-0.44534,0.00000
557600.00000,7133700.00000,435.95870,-0.36202,0.00000
557000.00000,7133720.00000,430.96660,-0.26119,0.00000
557020.00000,7133720.00000,430.96660,-0.29218,0.00000
557040.00000,7133720.00000,429.57760,-0.32623,0.00000
557060.00000,7133720.00000,428.41050,-0.36467,0.00000
557080.00000,7133720.00000,427.54660,-0.40797,0.00000
557100.00000,7133720.00000,427.05090,-0.45653,0.00000
557120.00000,7133720.00000,427.05090,-0.51070,0.00000
557140.00000,7133720.00000,426.88030,-0.57046,0.00000
557160.00000,7133720.00000,426.90980,-0.63645,0.00000
557180.00000,7133720.00000,426.97450,-0.70938,0.00000
557200.00000,7133720.00000,426.97450,-0.79049,0.00000
557220.00000,7133720.00000,427.00960,-0.88055,0.00000
557240.00000,7133720.00000,427.00930,-0.97736,0.00000
557260.00000,7133720.00000,427.01260,-1.07245,0.00000
557280.00000,7133720.00000,427.01260,-1.15340,0.00000
557300.00000,7133720.00000,427.02340,-1.21170,0.00000
557320.00000,7133720.00000,427.01660,-1.24840,0.00000
557340.00000,7133720.00000,426.94770,-1.27514,0.00000
557360.00000,7133720.00000,426.94770,-1.30529,0.00000
557380.00000,7133720.00000,426.81480,-1.34223,0.00000
557400.00000,7133720.00000,426.75660,-1.36908,0.00000
557420.00000,7133720.00000,427.00270,-1.36288,0.00000
557440.00000,7133720.00000,427.00270,-1.32495,0.00000
557460.00000,7133720.00000,427.72490,-1.24842,0.00000
557480.00000,7133720.00000,428.97810,-1.13663,0.00000
557500.00000,7133720.00000,430.64200,-0.98947,0.00000
557520.00000,7133720.00000,430.64200,-0.81982,0.00000
557540.00000,7133720.00000,432.55710,-0.64287,0.00000
557560.00000,7133720.00000,434.56450,-0.50846,0.00000
557580.00000,7133720.00000,436.53820,-0.41171,0.00000
557600.00000,7133720.00000,436.53820,-0.33802,0.00000
557000.00000,7133740.00000,431.10820,-0.24206,0.00000
557020.00000,7133740.00000,431.10820,-0.26924,0.00000
557040.00000,7133740.00000,429.70590,-0.29867,0.00000
557060.00000,7133740.00000,428.51660,-0.33155,0.00000
557080.00000,7133740.00000,427.62170,-0.36821,0.00000
557100.00000,7133740.00000,427.09870,-0.40893,0.00000
557120.00000,7133740.00000,427.09870,-0.45403,0.00000
557140.00000,7133740.00000,426.90560,-0.50330,0.00000
557160.00000,7133740.00000,426.90640,-0.55737,0.00000
557180.00000,7133740.00000,426.96920,-0.61688,0.00000
557200.00000,7133740.00000,426.96920,-0.68289,0.00000
557220.00000,7133740.00000,427.00730,-0.75652,0.00000
557240.00000,7133740.00000,427.01320,-0.83696,0.00000
557260.00000,7133740.00000,427.01420,-0.91780,0.00000
557280.00000,7133740.00000,427.01420,-0.98707,0.00000
557300.00000,7133740.00000,427.02140,-1.03621,0.00000
557320.00000,7133740.00000,427.00580,-1.06639,0.00000
557340.00000,7133740.00000,426.91970,-1.08858,0.00000
557360.00000,7133740.00000,426.91970,-1.11669,0.00000
557380.00000,7133740.00000,426.78010,-1.15495,0.00000
557400.00000,7133740.00000,426.72120,-1.18664,0.00000
557420.00000,7133740.00000,426.99980,-1.19124,0.00000
557440.00000,7133740.00000,426.99980,-1.17590,0.00000
557460.00000,7133740.00000,427.78510,-1.12784,0.00000
557480.00000,7133740.00000,429.12970,-1.02016,0.00000
557500.00000,7133740.00000,430.88620,-0.87171,0.00000
557520.00000,7133740.00000,430.88620,-0.71522,0.00000
557540.00000,7133740.00000,432.89710,-0.56734,0.00000
557560.00000,7133740.00000,435.02880,-0.45658,0.00000
557580.00000,7133740.00000,437.16190,-0.37550,0.00000
557600.00000,7133740.00000,437.16190,-0.31213,0.00000
557000.00000,7133760.00000,431.22770,-0.22371,0.00000
557020.00000,7133760.00000,431.22770,-0.24745,0.00000
557040.00000,7133760.00000,429.81700,-0.27278,0.00000
557060.00000,7133760.00000,428.60480,-0.30081,0.00000
557080.00000,7133760.00000,427.67630,-0.33175,0.00000
557100.00000,7133760.00000,427.12360,-0.36581,0.00000
557120.00000,7133760.00000,427.12360,-0.40327,0.00000
557140.00000,7133760.00000,426.90540,-0.44371,0.00000
557160.00000,7133760.00000,426.90530,-0.48772,0.00000
557180.00000,7133760.00000,426.96240,-0.53564,0.00000
557200.00000,7133760.00000,426.96240,-0.58808,0.00000
557220.00000,7133760.00000,427.00280,-0.64578,0.00000
557240.00000,7133760.00000,427.01700,-0.70812,0.00000
557260.00000,7133760.00000,427.02250,-0.77065,0.00000
557280.00000,7133760.00000,427.02250,-0.82480,0.00000
557300.00000,7133760.00000,427.02180,-0.86433,0.00000
557320.00000,7133760.00000,426.99770,-0.88996,0.00000
557340.00000,7133760.00000,426.90940,-0.90936,0.00000
557360.00000,7133760.00000,426.90940,-0.93288,0.00000
557380.00000,7133760.00000,426.75440,-0.96401,0.00000
557400.00000,7133760.00000,426.68670,-0.99080,0.00000
557420.00000,7133760.00000,426.98480,-0.99709,0.00000
557440.00000,7133760.00000,426.98480,-0.98919,0.00000
557460.00000,7133760.00000,427.86770,-0.95683,0.00000
557480.00000,7133760.00000,429.32290,-0.85696,0.00000
557500.00000,7133760.00000,431.19660,-0.72585,0.00000
557520.00000,7133760.00000,431.19660,-0.59901,0.00000
557540.00000,7133760.00000,433.32020,-0.48825,0.00000
557560.00000,7133760.00000,435.58090,-0.40331,0.00000
557580.00000,7133760.00000,437.83900,-0.33840,0.00000
557600.00000,7133760.00000,437.83900,-0.28545,0.00000
557000.00000,7133780.00000,431.22770,-0.20623,0.00000
557020.00000,7133780.00000,431.22770,-0.22690,0.00000
557040.00000,7133780.00000,429.81700,-0.24864,0.00000
557060.00000,7133780.00000,428.60480,-0.27248,0.00000
557080.00000,7133780.00000,427.67630,-0.29855,0.00000
557100.00000,7133780.00000,427.12360,-0.32700,0.00000
557120.00000,7133780.00000,427.12360,-0.35805,0.00000
557140.00000,7133780.00000,426.90540,-0.39117,0.00000
557160.00000,7133780.00000,426.90530,-0.42680,0.00000
557180.00000,7133780.00000,426.96240,-0.46501,0.00000
557200.00000,7133780.00000,426.96240,-0.50595,0.00000
557220.00000,7133780.00000,427.00280,-0.54979,0.00000
557240.00000,7133780.00000,427.01700,-0.59569,0.00000
557260.00000,7133780.00000,427.02250,-0.64080,0.00000
557280.00000,7133780.00000,427.02250,-0.68042,0.00000
557300.00000,7133780.00000,427.02180,-0.71105,0.00000
557320.00000,7133780.00000,426.99770,-0.73295,0.00000
557340.00000,7133780.00000,426.90940,-0.75009,0.00000
557360.00000,7133780.00000,426.90940,-0.76765,0.00000
557380.00000,7133780.00000,426.75440,-0.78670,0.00000
557400.00000,7133780.00000,426.68670,-0.80038,0.00000
557420.00000,7133780.00000,426.98480,-0.79784,0.00000
557440.00000,7133780.00000,426.98480,-0.77768,0.00000
557460.00000,7133780.00000,427.86770,-0.73676,0.00000
557480.00000,7133780.00000,429.32290,-0.66711,0.00000
557500.00000,7133780.00000,431.19660,-0.57997,0.00000
557520.00000,7133780.00000,431.19660,-0.49178,0.00000
557540.00000,7133780.00000,433.32020,-0.41485,0.00000
557560.00000,7133780.00000,435.58090,-0.35222,0.00000
557580.00000,7133780.00000,437.83900,-0.30171,0.00000
557600.00000,7133780.00000,437.83900,-0.25840,0.00000
557000.00000,7133800.00000,431.30360,-0.18984,0.00000
557020.00000,7133800.00000,431.30360,-0.20779,0.00000
557040.00000,7133800.00000,429.92260,-0.22643,0.00000
557060.00000,7133800.00000,428.69690,-0.24665,0.00000
557080.00000,7133800.00000,427.72190,-0.26856,0.00000
557100.00000,7133800.00000,427.13100,-0.29228,0.00000
557120.00000,7133800.00000,427.13100,-0.31799,0.00000
557140.00000,7133800.00000,426.89560,-0.34504,0.00000
557160.00000,7133800.00000,426.88980,-0.37381,0.00000
557180.00000,7133800.00000,426.95130,-0.40415,0.00000
557200.00000,7133800.00000,426.95130,-0.43590,0.00000
557220.00000,7133800.00000,427.00030,-0.46892,0.00000
557240.00000,7133800.00000,427.01870,-0.50234,0.00000
557260.00000,7133800.00000,427.02510,-0.53452,0.00000
557280.00000,7133800.00000,427.02510,-0.56314,0.00000
557300.00000,7133800.00000,427.01920,-0.58649,0.00000
557320.00000,7133800.00000,426.97470,-0.60448,0.00000
557340.00000,7133800.00000,426.87020,-0.61859,0.00000
557360.00000,7133800.00000,426.87020,-0.63051,0.00000
557380.00000,7133800.00000,426.71760,-0.63952,0.00000
557400.00000,7133800.00000,426.67740,-0.64156,0.00000
557420.00000,7133800.00000,427.01240,-0.63100,0.00000
557440.00000,7133800.00000,427.01240,-0.60587,0.00000
557460.00000,7133800.00000,427.96740,-0.56821,0.00000
557480.00000,7133800.00000,429.52390,-0.51968,0.00000
557500.00000,7133800.00000,431.54390,-0.46403,0.00000
557520.00000,7133800.00000,431.54390,-0.40502,0.00000
557540.00000,7133800.00000,433.82410,-0.35269,0.00000
557560.00000,7133800.00000,436.20990,-0.30723,0.00000
557580.00000,7133800.00000,438.55900,-0.26851,0.00000
557600.00000,7133800.00000,438.55900,-0.23350,0.00000
557000.00000,7133820.00000,431.32850,-0.17450,0.00000
557020.00000,7133820.00000,431.32850,-0.19008,0.00000
557040.00000,7133820.00000,429.97370,-0.20603,0.00000
557060.00000,7133820.00000,428.77700,-0.22319,0.00000
557080.00000,7133820.00000,427.79360,-0.24160,0.00000
557100.00000,7133820.00000,427.15920,-0.26134,0.00000
557120.00000,7133820.00000,427.15920,-0.28263,0.00000
557140.00000,7133820.00000,426.89050,-0.30472,0.00000
557160.00000,7133820.00000,426.87570,-0.32793,0.00000
557180.00000,7133820.00000,426.94050,-0.35203,0.00000
557200.00000,7133820.00000,426.94050,-0.37671,0.00000
557220.00000,7133820.00000,426.99780,-0.40176,0.00000
557240.00000,7133820.00000,427.01920,-0.42647,0.00000
557260.00000,7133820.00000,427.02640,-0.44989,0.00000
557280.00000,7133820.00000,427.02640,-0.47091,0.00000
557300.00000,7133820.00000,427.01360,-0.48864,0.00000
557320.00000,7133820.00000,426.96160,-0.50280,0.00000
557340.00000,7133820.00000,426.84440,-0.51359,0.00000
557360.00000,7133820.00000,426.84440,-0.52116,0.00000
557380.00000,7133820.00000,426.70390,-0.52410,0.00000
557400.00000,7133820.00000,426.70240,-0.51995,0.00000
557420.00000,7133820.00000,427.09700,-0.50635,0.00000
557440.00000,7133820.00000,427.09700,-0.48266,0.00000
557460.00000,7133820.00000,428.08480,-0.45237,0.00000
557480.00000,7133820.00000,429.74930,-0.41745,0.00000
557500.00000,7133820.00000,431.89670,-0.37967,0.00000
557520.00000,7133820.00000,431.89670,-0.33837,0.00000
557540.00000,7133820.00000,434.32850,-0.30179,0.00000
557560.00000,7133820.00000,436.88020,-0.26851,0.00000
557580.00000,7133820.00000,439.34670,-0.23885,0.00000
557600.00000,7133820.00000,439.34670,-0.21061,0.00000
557000.00000,7133840.00000,431.37740,-0.16028,0.00000
557020.00000,7133840.00000,431.37740,-0.17377,0.00000
557040.00000,7133840.00000,430.00830,-0.18739,0.00000
557060.00000,7133840.00000,428.84290,-0.20195,0.00000
557080.00000,7133840.00000,427.86870,-0.21743,0.00000
557100.00000,7133840.00000,427.19460,-0.23386,0.00000
557120.00000,7133840.00000,427.19460,-0.25150,0.00000
557140.00000,7133840.00000,426.90130,-0.26955,0.00000
557160.00000,7133840.00000,426.86360,-0.28831,0.00000
557180.00000,7133840.00000,426.92920,-0.30752,0.00000
557200.00000,7133840.00000,426.92920,-0.32684,0.00000
557220.00000,7133840.00000,426.99510,-0.34609,0.00000
557240.00000,7133840.00000,427.01920,-0.36472,0.00000
557260.00000,7133840.00000,427.01920,-0.38218,0.00000
557280.00000,7133840.00000,427.01920,-0.39789,0.00000
557300.00000,7133840.00000,426.99910,-0.41131,0.00000
557320.00000,7133840.00000,426.92990,-0.42206,0.00000
557340.00000,7133840.00000,426.80650,-0.42986,0.00000
557360.00000,7133840.00000,426.80650,-0.43427,0.00000
557380.00000,7133840.00000,426.70220,-0.43389,0.00000
557400.00000,7133840.00000,426.77450,-0.42730,0.00000
557420.00000,7133840.00000,427.24190,-0.41387,0.00000
557440.00000,7133840.00000,427.24190,-0.39355,0.00000
557460.00000,7133840.00000,428.32930,-0.36997,0.00000
557480.00000,7133840.00000,430.02040,-0.34416,0.00000
557500.00000,7133840.00000,432.23480,-0.31715,0.00000
557520.00000,7133840.00000,432.23480,-0.28686,0.00000
557540.00000,7133840.00000,434.78870,-0.26040,0.00000
557560.00000,7133840.00000,437.49840,-0.23560,0.00000
557580.00000,7133840.00000,440.10680,-0.21273,0.00000
557600.00000,7133840.00000,440.10680,-0.18990,0.00000
557000.00000,7133860.00000,431.42260,-0.14715,0.00000
557020.00000,7133860.00000,431.42260,-0.15882,0.00000
557040.00000,7133860.00000,430.06550,-0.17045,0.00000
557060.00000,7133860.00000,428.90350,-0.18279,0.00000
557080.00000,7133860.00000,427.93960,-0.19580,0.00000
557100.00000,7133860.00000,427.26240,-0.20951,0.00000
557120.00000,7133860.00000,427.26240,-0.22415,0.00000
557140.00000,7133860.00000,426.92480,-0.23891,0.00000
557160.00000,7133860.00000,426.86670,-0.25411,0.00000
557180.00000,7133860.00000,426.92660,-0.26951,0.00000
557200.00000,7133860.00000,426.92660,-0.28476,0.00000
557220.00000,7133860.00000,426.99160,-0.29972,0.00000
557240.00000,7133860.00000,427.01790,-0.31400,0.00000
557260.00000,7133860.00000,427.01070,-0.32723,0.00000
557280.00000,7133860.00000,427.01070,-0.33908,0.00000
557300.00000,7133860.00000,426.97880,-0.34915,0.00000
557320.00000,7133860.00000,426.90130,-0.35707,0.00000
557340.00000,7133860.00000,426.80270,-0.36239,0.00000
557360.00000,7133860.00000,426.80270,-0.36455,0.00000
557380.00000,7133860.00000,426.73770,-0.36241,0.00000
557400.00000,7133860.00000,426.89150,-0.35536,0.00000
557420.00000,7133860.00000,427.46830,-0.34358,0.00000
557440.00000,7133860.00000,427.46830,-0.32692,0.00000
557460.00000,7133860.00000,428.63820,-0.30870,0.00000
557480.00000,7133860.00000,430.36570,-0.28928,0.00000
557500.00000,7133860.00000,432.58590,-0.26925,0.00000
557520.00000,7133860.00000,432.58590,-0.24628,0.00000
557540.00000,7133860.00000,435.17280,-0.22650,0.00000
557560.00000,7133860.00000,437.98190,-0.20765,0.00000
557580.00000,7133860.00000,440.72030,-0.18984,0.00000
557600.00000,7133860.00000,440.72030,-0.17126,0.00000
557000.00000,7133880.00000,431.42260,-0.13504,0.00000
557020.00000,7133880.00000,431.42260,-0.14514,0.00000
557040.00000,7133880.00000,430.06550,-0.15506,0.00000
557060.00000,7133880.00000,428.90350,-0.16551,0.00000
557080.00000,7133880.00000,427.93960,-0.17646,0.00000
557100.00000,7133880.00000,427.26240,-0.18791,0.00000
557120.00000,7133880.00000,427.26240,-0.20007,0.00000
557140.00000,7133880.00000,426.92480,-0.21219,0.00000
557160.00000,7133880.00000,426.86670,-0.22457,0.00000
557180.00000,7133880.00000,426.92660,-0.23698,0.00000
557200.00000,7133880.00000,426.92660,-0.24910,0.00000
557220.00000,7133880.00000,426.99160,-0.26084,0.00000
557240.00000,7133880.00000,427.01790,-0.27190,0.00000
557260.00000,7133880.00000,427.01070,-0.28202,0.00000
557280.00000,7133880.00000,427.01070,-0.29098,0.00000
557300.00000,7133880.00000,426.97880,-0.29845,0.00000
557320.00000,7133880.00000,426.90130,-0.30408,0.00000
557340.00000,7133880.00000,426.80270,-0.30745,0.00000
557360.00000,7133880.00000,426.80270,-0.30807,0.00000
557380.00000,7133880.00000,426.73770,-0.30512,0.00000
557400.00000,7133880.00000,426.89150,-0.29850,0.00000
557420.00000,7133880.00000,427.46830,-0.28864,0.00000
557440.00000,7133880.00000,427.46830,-0.27525,0.00000
557460.00000,7133880.00000,428.63820,-0.26112,0.00000
557480.00000,7133880.00000,430.36570,-0.24628,0.00000
557500.00000,7133880.00000,432.58590,-0.23110,0.00000
557520.00000,7133880.00000,432.58590,-0.21327,0.00000
557540.00000,7133880.00000,435.17280,-0.19815,0.00000
557560.00000,7133880.00000,437.98190,-0.18354,0.00000
557580.00000,7133880.00000,440.72030,-0.16947,0.00000
557600.00000,7133880.00000,440.72030,-0.15427,0.00000
557000.00000,7133900.00000,431.41630,-0.12392,0.00000
557020.00000,7133900.00000,431.41630,-0.13267,0.00000
557040.00000,7133900.00000,430.11480,-0.14116,0.00000
557060.00000,7133900.00000,428.97600,-0.15003,0.00000
557080.00000,7133900.00000,428.01590,-0.15925,0.00000
557100.00000,7133900.00000,427.32630,-0.16882,0.00000
557120.00000,7133900.00000,427.32630,-0.17896,0.00000
557140.00000,7133900.00000,426.96500,-0.18892,0.00000
557160.00000,7133900.00000,426.87540,-0.19902,0.00000
557180.00000,7133900.00000,426.92660,-0.20906,0.00000
557200.00000,7133900.00000,426.92660,-0.21875,0.00000
557220.00000,7133900.00000,426.98700,-0.22803,0.00000
557240.00000,7133900.00000,427.01340,-0.23665,0.00000
557260.00000,7133900.00000,427.00060,-0.24442,0.00000
557280.00000,7133900.00000,427.00060,-0.25117,0.00000
557300.00000,7133900.00000,426.95720,-0.25662,0.00000
557320.00000,7133900.00000,426.87720,-0.26049,0.00000
557340.00000,7133900.00000,426.80830,-0.26244,0.00000
557360.00000,7133900.00000,426.80830,-0.26210,0.00000
557380.00000,7133900.00000,426.80980,-0.25902,0.00000
557400.00000,7133900.00000,427.06670,-0.25331,0.00000
557420.00000,7133900.00000,427.76710,-0.24543,0.00000
557440.00000,7133900.00000,427.76710,-0.23476,0.00000
557460.00000,7133900.00000,429.00050,-0.22384,0.00000
557480.00000,7133900.00000,430.77180,-0.21241,0.00000
557500.00000,7133900.00000,432.95510,-0.20067,0.00000
557520.00000,7133900.00000,432.95510,-0.18658,0.00000
557540.00000,7133900.00000,435.48020,-0.17474,0.00000
557560.00000,7133900.00000,438.28080,-0.16323,0.00000
557580.00000,7133900.00000,441.07430,-0.15202,0.00000
