X,Y,Z,TMI_nT,Error_Est
557500.00000,7133600.00000,445.09310,70.66128,1.00000
557520.00000,7133600.00000,445.09310,51.10882,1.00000
557540.00000,7133600.00000,446.66130,34.42575,1.00000
557560.00000,7133600.00000,448.21710,18.12031,1.00000
557580.00000,7133600.00000,449.67100,6.69713,1.00000
557600.00000,7133600.00000,449.67100,1.74679,1.00000
557000.00000,7133620.00000,445.72350,-1.57783,1.00000
557020.00000,7133620.00000,445.72350,-0.27707,1.00000
557040.00000,7133620.00000,444.11630,-0.74662,1.00000
557060.00000,7133620.00000,442.89480,2.04754,1.00000
557080.00000,7133620.00000,442.14010,3.52575,1.00000
557100.00000,7133620.00000,441.84040,5.26454,1.00000
557120.00000,7133620.00000,441.84040,11.70932,1.00000
557140.00000,7133620.00000,441.83800,17.23266,1.00000
557160.00000,7133620.00000,441.93770,25.31585,1.00000
557180.00000,7133620.00000,441.99530,32.91943,1.00000
557200.00000,7133620.00000,441.99530,40.97053,1.00000
557220.00000,7133620.00000,442.01010,50.76357,1.00000
557240.00000,7133620.00000,442.00490,56.19398,1.00000
557260.00000,7133620.00000,442.00670,64.23918,1.00000
557280.00000,7133620.00000,442.00670,69.49690,1.00000
557300.00000,7133620.00000,442.01410,75.40476,1.00000
557320.00000,7133620.00000,442.00780,79.91283,1.00000
557340.00000,7133620.00000,441.95300,84.26409,1.00000
557360.00000,7133620.00000,441.95300,89.12897,1.00000
557380.00000,7133620.00000,441.86380,92.32547,1.00000
557400.00000,7133620.00000,441.82470,99.68822,1.00000
557420.00000,7133620.00000,442.02670,109.92780,1.00000
557440.00000,7133620.00000,442.02670,114.44960,1.00000
557460.00000,7133620.00000,442.62900,106.68830,1.00000
557480.00000,7133620.00000,443.69540,93.31292,1.00000
557500.00000,7133620.00000,445.12010,72.95633,1.00000
557520.00000,7133620.00000,445.12010,55.92674,1.00000
557540.00000,7133620.00000,446.71940,38.26050,1.00000
557560.00000,7133620.00000,448.34430,20.78845,1.00000
557580.00000,7133620.00000,449.89470,8.28276,1.00000
557600.00000,7133620.00000,449.89470,1.76135,1.00000
557000.00000,7133640.00000,445.71510,-1.66783,1.00000
557020.00000,7133640.00000,445.71510,-2.77196,1.00000
557040.00000,7133640.00000,444.19090,-0.46883,1.00000
557060.00000,7133640.00000,442.97700,0.60356,1.00000
557080.00000,7133640.00000,442.19650,2.47425,1.00000
557100.00000,7133640.00000,441.85780,3.68813,1.00000
557120.00000,7133640.00000,441.85780,7.63789,1.00000
557140.00000,7133640.00000,441.83850,13.93089,1.00000
557160.00000,7133640.00000,441.93400,19.21739,1.00000
557180.00000,7133640.00000,441.99600,24.88151,1.00000
557200.00000,7133640.00000,441.99600,32.74970,1.00000
557220.00000,7133640.00000,442.01370,41.65791,1.00000
557240.00000,7133640.00000,442.00680,51.52893,1.00000
557260.00000,7133640.00000,442.00600,58.39417,1.00000
557280.00000,7133640.00000,442.00600,67.48864,1.00000
557300.00000,7133640.00000,442.01510,75.25058,1.00000
557320.00000,7133640.00000,442.00940,80.23605,1.00000
557340.00000,7133640.00000,441.94620,85.44684,1.00000
557360.00000,7133640.00000,441.94620,90.65532,1.00000
557380.00000,7133640.00000,441.85040,96.75337,1.00000
557400.00000,7133640.00000,441.81480,102.23560,1.00000
557420.00000,7133640.00000,442.01700,106.38140,1.00000
557440.00000,7133640.00000,442.01700,108.31380,1.00000
557460.00000,7133640.00000,442.64830,100.20790,1.00000
557480.00000,7133640.00000,443.73380,89.71095,1.00000
557500.00000,7133640.00000,445.19650,71.44179,1.00000
557520.00000,7133640.00000,445.19650,56.51236,1.00000
557540.00000,7133640.00000,446.84100,36.10264,1.00000
557560.00000,7133640.00000,448.51130,22.68155,1.00000
557580.00000,7133640.00000,450.14130,9.73003,1.00000
557600.00000,7133640.00000,450.14130,3.95282,1.00000
557000.00000,7133660.00000,445.76600,-1.39593,1.00000
557020.00000,7133660.00000,445.76600,-2.28565,1.00000
557040.00000,7133660.00000,444.32180,-0.04592,1.00000
557060.00000,7133660.00000,443.11860,-2.28226,1.00000
557080.00000,7133660.00000,442.29230,0.50791,1.00000
557100.00000,7133660.00000,441.89260,3.42373,1.00000
557120.00000,7133660.00000,441.89260,5.63696,1.00000
557140.00000,7133660.00000,441.83290,9.08094,1.00000
557160.00000,7133660.00000,441.91770,12.27111,1.00000
557180.00000,7133660.00000,441.98930,20.25585,1.00000
557200.00000,7133660.00000,441.98930,26.74720,1.00000
557220.00000,7133660.00000,442.01100,34.20550,1.00000
557240.00000,7133660.00000,442.00760,45.07459,1.00000
557260.00000,7133660.00000,442.00660,53.11139,1.00000
557280.00000,7133660.00000,442.00660,61.05779,1.00000
557300.00000,7133660.00000,442.01930,70.47792,1.00000
557320.00000,7133660.00000,442.01370,78.56024,1.00000
557340.00000,7133660.00000,441.95490,83.41847,1.00000
557360.00000,7133660.00000,441.95490,90.11347,1.00000
557380.00000,7133660.00000,441.84320,96.33179,1.00000
557400.00000,7133660.00000,441.79660,100.96290,1.00000
557420.00000,7133660.00000,442.01150,103.34810,1.00000
557440.00000,7133660.00000,442.01150,101.81100,1.00000
557460.00000,7133660.00000,442.65730,95.24141,1.00000
557480.00000,7133660.00000,443.79240,85.38599,1.00000
557500.00000,7133660.00000,445.31700,72.18668,1.00000
557520.00000,7133660.00000,445.31700,55.41933,1.00000
557540.00000,7133660.00000,447.03400,36.26107,1.00000
557560.00000,7133660.00000,448.77570,21.79230,1.00000
557580.00000,7133660.00000,450.47550,7.93957,1.00000
557600.00000,7133660.00000,450.47550,1.51340,1.00000
557000.00000,7133680.00000,445.76600,-2.06152,1.00000
557020.00000,7133680.00000,445.76600,-4.09233,1.00000
557040.00000,7133680.00000,444.32180,-1.57615,1.00000
557060.00000,7133680.00000,443.11860,-1.81539,1.00000
557080.00000,7133680.00000,442.29230,0.41701,1.00000
557100.00000,7133680.00000,441.89260,-0.23366,1.00000
557120.00000,7133680.00000,441.89260,3.01753,1.00000
557140.00000,7133680.00000,441.83290,4.79651,1.00000
557160.00000,7133680.00000,441.91770,9.18366,1.00000
557180.00000,7133680.00000,441.98930,12.92484,1.00000
557200.00000,7133680.00000,441.98930,19.54993,1.00000
557220.00000,7133680.00000,442.01100,28.07293,1.00000
557240.00000,7133680.00000,442.00760,36.40531,1.00000
557260.00000,7133680.00000,442.00660,46.10149,1.00000
557280.00000,7133680.00000,442.00660,57.49654,1.00000
557300.00000,7133680.00000,442.01930,64.16085,1.00000
557320.00000,7133680.00000,442.01370,69.21182,1.00000
557340.00000,7133680.00000,441.95490,79.60275,1.00000
557360.00000,7133680.00000,441.95490,86.64728,1.00000
557380.00000,7133680.00000,441.84320,94.50139,1.00000
557400.00000,7133680.00000,441.79660,100.52680,1.00000
557420.00000,7133680.00000,442.01150,103.63400,1.00000
557440.00000,7133680.00000,442.01150,100.31900,1.00000
557460.00000,7133680.00000,442.65730,94.58242,1.00000
557480.00000,7133680.00000,443.79240,85.75305,1.00000
557500.00000,7133680.00000,445.31700,72.50957,1.00000
557520.00000,7133680.00000,445.31700,56.44133,1.00000
557540.00000,7133680.00000,447.03400,36.95012,1.00000
557560.00000,7133680.00000,448.77570,20.36039,1.00000
557580.00000,7133680.00000,450.47550,9.83959,1.00000
557600.00000,7133680.00000,450.47550,1.82361,1.00000
557000.00000,7133700.00000,445.86160,-1.42793,1.00000
557020.00000,7133700.00000,445.86160,-3.28383,1.00000
557040.00000,7133700.00000,444.45480,-3.26599,1.00000
557060.00000,7133700.00000,443.28020,-3.32139,1.00000
557080.00000,7133700.00000,442.42800,-0.95842,1.00000
557100.00000,7133700.00000,441.96950,-1.18377,1.00000
557120.00000,7133700.00000,441.96950,-0.07010,1.00000
557140.00000,7133700.00000,441.84960,4.07181,1.00000
557160.00000,7133700.00000,441.91330,4.23730,1.00000
557180.00000,7133700.00000,441.98140,8.31010,1.00000
557200.00000,7133700.00000,441.98140,12.33962,1.00000
557220.00000,7133700.00000,442.00830,19.67012,1.00000
557240.00000,7133700.00000,442.00700,29.14277,1.00000
557260.00000,7133700.00000,442.01170,36.61404,1.00000
557280.00000,7133700.00000,442.01170,47.61811,1.00000
557300.00000,7133700.00000,442.02090,55.49307,1.00000
557320.00000,7133700.00000,442.01610,64.56179,1.00000
557340.00000,7133700.00000,441.96230,72.78009,1.00000
557360.00000,7133700.00000,441.96230,82.33175,1.00000
557380.00000,7133700.00000,441.84000,91.78517,1.00000
557400.00000,7133700.00000,441.77630,99.65723,1.00000
557420.00000,7133700.00000,441.99150,102.91720,1.00000
557440.00000,7133700.00000,441.99150,100.69120,1.00000
557460.00000,7133700.00000,442.67300,93.00121,1.00000
557480.00000,7133700.00000,443.86200,84.46066,1.00000
557500.00000,7133700.00000,445.46290,72.06129,1.00000
557520.00000,7133700.00000,445.46290,55.41787,1.00000
557540.00000,7133700.00000,447.27290,34.95949,1.00000
557560.00000,7133700.00000,449.13880,20.21623,1.00000
557580.00000,7133700.00000,450.95870,7.17728,1.00000
557600.00000,7133700.00000,450.95870,1.05633,1.00000
557000.00000,7133720.00000,445.96660,-3.64489,1.00000
557020.00000,7133720.00000,445.96660,-1.90093,1.00000
557040.00000,7133720.00000,444.57760,-2.46880,1.00000
557060.00000,7133720.00000,443.41050,-3.23163,1.00000
557080.00000,7133720.00000,442.54660,-2.82226,1.00000
557100.00000,7133720.00000,442.05090,-2.20688,1.00000
557120.00000,7133720.00000,442.05090,-0.95078,1.00000
557140.00000,7133720.00000,441.88030,0.62206,1.00000
557160.00000,7133720.00000,441.90980,3.13096,1.00000
557180.00000,7133720.00000,441.97450,6.49197,1.00000
557200.00000,7133720.00000,441.97450,10.20402,1.00000
557220.00000,7133720.00000,442.00960,14.86998,1.00000
557240.00000,7133720.00000,442.00930,25.18956,1.00000
557260.00000,7133720.00000,442.01260,29.85197,1.00000
557280.00000,7133720.00000,442.01260,39.33314,1.00000
557300.00000,7133720.00000,442.02340,49.32968,1.00000
557320.00000,7133720.00000,442.01660,56.58194,1.00000
557340.00000,7133720.00000,441.94770,65.26790,1.00000
557360.00000,7133720.00000,441.94770,75.25410,1.00000
557380.00000,7133720.00000,441.81480,87.37682,1.00000
557400.00000,7133720.00000,441.75660,96.52928,1.00000
557420.00000,7133720.00000,442.00270,99.98970,1.00000
557440.00000,7133720.00000,442.00270,96.79014,1.00000
557460.00000,7133720.00000,442.72490,91.06998,1.00000
557480.00000,7133720.00000,443.97810,81.85797,1.00000
557500.00000,7133720.00000,445.64200,66.07725,1.00000
557520.00000,7133720.00000,445.64200,51.13499,1.00000
557540.00000,7133720.00000,447.55710,31.37495,1.00000
557560.00000,7133720.00000,449.56450,16.74039,1.00000
557580.00000,7133720.00000,451.53820,8.31240,1.00000
557600.00000,7133720.00000,451.53820,2.69913,1.00000
557000.00000,7133740.00000,446.10820,-3.00682,1.00000
557020.00000,7133740.00000,446.10820,-2.26531,1.00000
557040.00000,7133740.00000,444.70590,-4.27898,1.00000
557060.00000,7133740.00000,443.51660,-4.84868,1.00000
557080.00000,7133740.00000,442.62170,-3.91194,1.00000
557100.00000,7133740.00000,442.09870,-3.52519,1.00000
557120.00000,7133740.00000,442.09870,-2.74518,1.00000
557140.00000,7133740.00000,441.90560,0.51608,1.00000
557160.00000,7133740.00000,441.90640,1.23311,1.00000
557180.00000,7133740.00000,441.96920,3.41193,1.00000
557200.00000,7133740.00000,441.96920,4.47308,1.00000
557220.00000,7133740.00000,442.00730,10.83121,1.00000
557240.00000,7133740.00000,442.01320,17.45276,1.00000
557260.00000,7133740.00000,442.01420,23.54777,1.00000
557280.00000,7133740.00000,442.01420,32.68801,1.00000
557300.00000,7133740.00000,442.02140,41.28872,1.00000
557320.00000,7133740.00000,442.00580,48.69852,1.00000
557340.00000,7133740.00000,441.91970,59.48966,1.00000
557360.00000,7133740.00000,441.91970,69.58548,1.00000
557380.00000,7133740.00000,441.78010,81.28283,1.00000
557400.00000,7133740.00000,441.72120,89.77388,1.00000
557420.00000,7133740.00000,441.99980,93.72095,1.00000
557440.00000,7133740.00000,441.99980,90.87996,1.00000
557460.00000,7133740.00000,442.78510,82.75970,1.00000
557480.00000,7133740.00000,444.12970,71.69868,1.00000
557500.00000,7133740.00000,445.88620,55.78697,1.00000
557520.00000,7133740.00000,445.88620,37.75127,1.00000
557540.00000,7133740.00000,447.89710,24.41339,1.00000
557560.00000,7133740.00000,450.02880,12.17801,1.00000
557580.00000,7133740.00000,452.16190,5.61299,1.00000
557600.00000,7133740.00000,452.16190,-1.24053,1.00000
557000.00000,7133760.00000,446.22770,-3.47147,1.00000
557020.00000,7133760.00000,446.22770,-4.01809,1.00000
557040.00000,7133760.00000,444.81700,-1.70438,1.00000
557060.00000,7133760.00000,443.60480,-3.25201,1.00000
557080.00000,7133760.00000,442.67630,-3.20471,1.00000
557100.00000,7133760.00000,442.12360,-2.96115,1.00000
557120.00000,7133760.00000,442.12360,-3.06789,1.00000
557140.00000,7133760.00000,441.90540,-1.17206,1.00000
557160.00000,7133760.00000,441.90530,-2.43194,1.00000
557180.00000,7133760.00000,441.96240,-0.19839,1.00000
557200.00000,7133760.00000,441.96240,2.76484,1.00000
557220.00000,7133760.00000,442.00280,6.04522,1.00000
557240.00000,7133760.00000,442.01700,11.06168,1.00000
557260.00000,7133760.00000,442.02250,18.82777,1.00000
557280.00000,7133760.00000,442.02250,22.57903,1.00000
557300.00000,7133760.00000,442.02180,32.45478,1.00000
557320.00000,7133760.00000,441.99770,39.41958,1.00000
557340.00000,7133760.00000,441.90940,48.02331,1.00000
557360.00000,7133760.00000,441.90940,58.80865,1.00000
557380.00000,7133760.00000,441.75440,70.93742,1.00000
557400.00000,7133760.00000,441.68670,79.58525,1.00000
557420.00000,7133760.00000,441.98480,82.29781,1.00000
557440.00000,7133760.00000,441.98480,75.83745,1.00000
557460.00000,7133760.00000,442.86770,67.04614,1.00000
557480.00000,7133760.00000,444.32290,55.77311,1.00000
557500.00000,7133760.00000,446.19660,40.96084,1.00000
557520.00000,7133760.00000,446.19660,27.35670,1.00000
557540.00000,7133760.00000,448.32020,13.74910,1.00000
557560.00000,7133760.00000,450.58090,6.73258,1.00000
557580.00000,7133760.00000,452.83900,1.77349,1.00000
557600.00000,7133760.00000,452.83900,-1.41602,1.00000
557000.00000,7133780.00000,446.22770,-1.87011,1.00000
557020.00000,7133780.00000,446.22770,-2.56291,1.00000
557040.00000,7133780.00000,444.81700,-3.45702,1.00000
557060.00000,7133780.00000,443.60480,-3.29083,1.00000
557080.00000,7133780.00000,442.67630,-3.16294,1.00000
557100.00000,7133780.00000,442.12360,-3.86467,1.00000
557120.00000,7133780.00000,442.12360,-3.67962,1.00000
557140.00000,7133780.00000,441.90540,-3.00062,1.00000
557160.00000,7133780.00000,441.90530,-1.97458,1.00000
557180.00000,7133780.00000,441.96240,-2.36749,1.00000
557200.00000,7133780.00000,441.96240,-0.06954,1.00000
557220.00000,7133780.00000,442.00280,3.31110,1.00000
557240.00000,7133780.00000,442.01700,5.99463,1.00000
557260.00000,7133780.00000,442.02250,12.32062,1.00000
557280.00000,7133780.00000,442.02250,15.91003,1.00000
557300.00000,7133780.00000,442.02180,24.12061,1.00000
557320.00000,7133780.00000,441.99770,31.83902,1.00000
557340.00000,7133780.00000,441.90940,37.80343,1.00000
557360.00000,7133780.00000,441.90940,48.37006,1.00000
557380.00000,7133780.00000,441.75440,58.20559,1.00000
557400.00000,7133780.00000,441.68670,66.05832,1.00000
557420.00000,7133780.00000,441.98480,62.77044,1.00000
557440.00000,7133780.00000,441.98480,57.57202,1.00000
557460.00000,7133780.00000,442.86770,43.87208,1.00000
557480.00000,7133780.00000,444.32290,31.49384,1.00000
557500.00000,7133780.00000,446.19660,23.58157,1.00000
557520.00000,7133780.00000,446.19660,15.46715,1.00000
557540.00000,7133780.00000,448.32020,5.47655,1.00000
557560.00000,7133780.00000,450.58090,0.79596,1.00000
557580.00000,7133780.00000,452.83900,-2.04390,1.00000
557600.00000,7133780.00000,452.83900,-3.34142,1.00000
557000.00000,7133800.00000,446.30360,-4.26815,1.00000
557020.00000,7133800.00000,446.30360,-3.98110,1.00000
557040.00000,7133800.00000,444.92260,-4.29887,1.00000
557060.00000,7133800.00000,443.69690,-5.33823,1.00000
557080.00000,7133800.00000,442.72190,-4.59464,1.00000
557100.00000,7133800.00000,442.13100,-4.04432,1.00000
557120.00000,7133800.00000,442.13100,-3.93831,1.00000
557140.00000,7133800.00000,441.89560,-6.67599,1.00000
557160.00000,7133800.00000,441.88980,-3.63491,1.00000
557180.00000,7133800.00000,441.95130,-1.98515,1.00000
557200.00000,7133800.00000,441.95130,-0.60203,1.00000
557220.00000,7133800.00000,442.00030,-0.45087,1.00000
557240.00000,7133800.00000,442.01870,4.02549,1.00000
557260.00000,7133800.00000,442.02510,5.68128,1.00000
557280.00000,7133800.00000,442.02510,12.61939,1.00000
557300.00000,7133800.00000,442.01920,16.85072,1.00000
557320.00000,7133800.00000,441.97470,22.11726,1.00000
557340.00000,7133800.00000,441.87020,30.53500,1.00000
557360.00000,7133800.00000,441.87020,36.85178,1.00000
557380.00000,7133800.00000,441.71760,45.64615,1.00000
557400.00000,7133800.00000,441.67740,49.05750,1.00000
557420.00000,7133800.00000,442.01240,46.09951,1.00000
557440.00000,7133800.00000,442.01240,36.06538,1.00000
557460.00000,7133800.00000,442.96740,28.17316,1.00000
557480.00000,7133800.00000,444.52390,16.89600,1.00000
557500.00000,7133800.00000,446.54390,10.37623,1.00000
557520.00000,7133800.00000,446.54390,5.32693,1.00000
557540.00000,7133800.00000,448.82410,0.15233,1.00000
557560.00000,7133800.00000,451.20990,-1.42525,1.00000
557580.00000,7133800.00000,453.55900,-5.16919,1.00000
557600.00000,7133800.00000,453.55900,-4.81719,1.00000
557000.00000,7133820.00000,446.32850,-4.73525,1.00000
557020.00000,7133820.00000,446.32850,-4.02140,1.00000
557040.00000,7133820.00000,444.97370,-3.78500,1.00000
557060.00000,7133820.00000,443.77700,-4.49514,1.00000
557080.00000,7133820.00000,442.79360,-2.64215,1.00000
557100.00000,7133820.00000,442.15920,-5.20777,1.00000
557120.00000,7133820.00000,442.15920,-4.96353,1.00000
557140.00000,7133820.00000,441.89050,-3.78017,1.00000
557160.00000,7133820.00000,441.87570,-3.79479,1.00000
557180.00000,7133820.00000,441.94050,-1.65965,1.00000
557200.00000,7133820.00000,441.94050,-2.85479,1.00000
557220.00000,7133820.00000,441.99780,-1.45626,1.00000
557240.00000,7133820.00000,442.01920,-0.89002,1.00000
557260.00000,7133820.00000,442.02640,3.79161,1.00000
557280.00000,7133820.00000,442.02640,6.58200,1.00000
557300.00000,7133820.00000,442.01360,12.55552,1.00000
557320.00000,7133820.00000,441.96160,17.10737,1.00000
557340.00000,7133820.00000,441.84440,22.60648,1.00000
557360.00000,7133820.00000,441.84440,30.39783,1.00000
557380.00000,7133820.00000,441.70390,35.25140,1.00000
557400.00000,7133820.00000,441.70240,35.42824,1.00000
557420.00000,7133820.00000,442.09700,27.78430,1.00000
557440.00000,7133820.00000,442.09700,20.34206,1.00000
557460.00000,7133820.00000,443.08480,11.92624,1.00000
557480.00000,7133820.00000,444.74930,3.08786,1.00000
557500.00000,7133820.00000,446.89670,3.28255,1.00000
557520.00000,7133820.00000,446.89670,-2.02991,1.00000
557540.00000,7133820.00000,449.32850,-2.43470,1.00000
557560.00000,7133820.00000,451.88020,-3.79917,1.00000
557580.00000,7133820.00000,454.34670,-5.43518,1.00000
557600.00000,7133820.00000,454.34670,-6.41324,1.00000
557000.00000,7133840.00000,446.37740,-3.15162,1.00000
557020.00000,7133840.00000,446.37740,-4.37623,1.00000
557040.00000,7133840.00000,445.00830,-5.40042,1.00000
557060.00000,7133840.00000,443.84290,-3.39220,1.00000
557080.00000,7133840.00000,442.86870,-4.00870,1.00000
557100.00000,7133840.00000,442.19460,-4.59515,1.00000
557120.00000,7133840.00000,442.19460,-3.84480,1.00000
557140.00000,7133840.00000,441.90130,-5.56189,1.00000
557160.00000,7133840.00000,441.86360,-5.98257,1.00000
557180.00000,7133840.00000,441.92920,-5.33673,1.00000
557200.00000,7133840.00000,441.92920,-4.91386,1.00000
557220.00000,7133840.00000,441.99510,-3.17594,1.00000
557240.00000,7133840.00000,442.01920,-2.68964,1.00000
557260.00000,7133840.00000,442.01920,1.83179,1.00000
557280.00000,7133840.00000,442.01920,3.77613,1.00000
557300.00000,7133840.00000,441.99910,7.26834,1.00000
557320.00000,7133840.00000,441.92990,11.70133,1.00000
557340.00000,7133840.00000,441.80650,15.42901,1.00000
557360.00000,7133840.00000,441.80650,21.26643,1.00000
557380.00000,7133840.00000,441.70220,23.40932,1.00000
557400.00000,7133840.00000,441.77450,20.43343,1.00000
557420.00000,7133840.00000,442.24190,16.31833,1.00000
557440.00000,7133840.00000,442.24190,10.14826,1.00000
557460.00000,7133840.00000,443.32930,2.78649,1.00000
557480.00000,7133840.00000,445.02040,-1.02016,1.00000
557500.00000,7133840.00000,447.23480,-0.27923,1.00000
557520.00000,7133840.00000,447.23480,-6.93969,1.00000
557540.00000,7133840.00000,449.78870,-5.89883,1.00000
557560.00000,7133840.00000,452.49840,-7.35150,1.00000
557580.00000,7133840.00000,455.10680,-8.17398,1.00000
557600.00000,7133840.00000,455.10680,-7.01281,1.00000
557000.00000,7133860.00000,446.42260,-2.93414,1.00000
557020.00000,7133860.00000,446.42260,-3.26125,1.00000
557040.00000,7133860.00000,445.06550,-4.46390,1.00000
557060.00000,7133860.00000,443.90350,-4.74915,1.00000
557080.00000,7133860.00000,442.93960,-4.45136,1.00000
557100.00000,7133860.00000,442.26240,-5.19030,1.00000
557120.00000,7133860.00000,442.26240,-5.57360,1.00000
557140.00000,7133860.00000,441.92480,-4.81161,1.00000
557160.00000,7133860.00000,441.86670,-5.74830,1.00000
557180.00000,7133860.00000,441.92660,-5.37978,1.00000
557200.00000,7133860.00000,441.92660,-2.29350,1.00000
557220.00000,7133860.00000,441.99160,-4.47598,1.00000
557240.00000,7133860.00000,442.01790,-4.28087,1.00000
557260.00000,7133860.00000,442.01070,-3.57070,1.00000
557280.00000,7133860.00000,442.01070,0.03742,1.00000
557300.00000,7133860.00000,441.97880,2.16684,1.00000
557320.00000,7133860.00000,441.90130,5.20868,1.00000
557340.00000,7133860.00000,441.80270,7.72093,1.00000
557360.00000,7133860.00000,441.80270,12.18652,1.00000
557380.00000,7133860.00000,441.73770,12.85406,1.00000
557400.00000,7133860.00000,441.89150,9.11017,1.00000
557420.00000,7133860.00000,442.46830,6.11144,1.00000
557440.00000,7133860.00000,442.46830,2.80658,1.00000
557460.00000,7133860.00000,443.63820,-0.56227,1.00000
557480.00000,7133860.00000,445.36570,-6.03107,1.00000
557500.00000,7133860.00000,447.58590,-6.03210,1.00000
557520.00000,7133860.00000,447.58590,-7.86691,1.00000
557540.00000,7133860.00000,450.17280,-7.98922,1.00000
557560.00000,7133860.00000,452.98190,-6.58921,1.00000
557580.00000,7133860.00000,455.72030,-6.46836,1.00000
557600.00000,7133860.00000,455.72030,-8.13140,1.00000
557000.00000,7133880.00000,446.42260,-3.03943,1.00000
557020.00000,7133880.00000,446.42260,-4.86478,1.00000
557040.00000,7133880.00000,445.06550,-3.28174,1.00000
557060.00000,7133880.00000,443.90350,-2.37427,1.00000
557080.00000,7133880.00000,442.93960,-4.34274,1.00000
557100.00000,7133880.00000,442.26240,-3.74105,1.00000
557120.00000,7133880.00000,442.26240,-3.54977,1.00000
557140.00000,7133880.00000,441.92480,-6.50404,1.00000
557160.00000,7133880.00000,441.86670,-4.01560,1.00000
557180.00000,7133880.00000,441.92660,-5.29606,1.00000
557200.00000,7133880.00000,441.92660,-3.79268,1.00000
557220.00000,7133880.00000,441.99160,-4.92842,1.00000
557240.00000,7133880.00000,442.01790,-3.82594,1.00000
557260.00000,7133880.00000,442.01070,-4.09418,1.00000
557280.00000,7133880.00000,442.01070,-2.07254,1.00000
557300.00000,7133880.00000,441.97880,-0.57202,1.00000
557320.00000,7133880.00000,441.90130,1.01239,1.00000
557340.00000,7133880.00000,441.80270,4.17805,1.00000
557360.00000,7133880.00000,441.80270,2.84152,1.00000
557380.00000,7133880.00000,441.73770,5.51727,1.00000
557400.00000,7133880.00000,441.89150,3.35162,1.00000
557420.00000,7133880.00000,442.46830,-0.22413,1.00000
557440.00000,7133880.00000,442.46830,-3.94107,1.00000
557460.00000,7133880.00000,443.63820,-5.68818,1.00000
557480.00000,7133880.00000,445.36570,-6.77584,1.00000
557500.00000,7133880.00000,447.58590,-7.70052,1.00000
557520.00000,7133880.00000,447.58590,-7.15150,1.00000
557540.00000,7133880.00000,450.17280,-6.00358,1.00000
557560.00000,7133880.00000,452.98190,-7.20478,1.00000
557580.00000,7133880.00000,455.72030,-8.31692,1.00000
557600.00000,7133880.00000,455.72030,-7.39956,1.00000
557000.00000,7133900.00000,446.41630,-3.94525,1.00000
557020.00000,7133900.00000,446.41630,-3.88368,1.00000
557040.00000,7133900.00000,445.11480,-4.28795,1.00000
557060.00000,7133900.00000,443.97600,-3.88480,1.00000
557080.00000,7133900.00000,443.01590,-3.21532,1.00000
557100.00000,7133900.00000,442.32630,-6.32043,1.00000
557120.00000,7133900.00000,442.32630,-5.11131,1.00000
557140.00000,7133900.00000,441.96500,-4.88639,1.00000
557160.00000,7133900.00000,441.87540,-5.66292,1.00000
557180.00000,7133900.00000,441.92660,-6.46662,1.00000
557200.00000,7133900.00000,441.92660,-5.21204,1.00000
557220.00000,7133900.00000,441.98700,-5.19411,1.00000
557240.00000,7133900.00000,442.01340,-4.43026,1.00000
557260.00000,7133900.00000,442.00060,-3.98339,1.00000
557280.00000,7133900.00000,442.00060,-4.17214,1.00000
557300.00000,7133900.00000,441.95720,-2.46198,1.00000
557320.00000,7133900.00000,441.87720,-1.26985,1.00000
557340.00000,7133900.00000,441.80830,-1.21620,1.00000
557360.00000,7133900.00000,441.80830,1.49931,1.00000
557380.00000,7133900.00000,441.80980,-1.98898,1.00000
557400.00000,7133900.00000,442.06670,-1.85018,1.00000
557420.00000,7133900.00000,442.76710,-4.74075,1.00000
557440.00000,7133900.00000,442.76710,-6.03290,1.00000
557460.00000,7133900.00000,444.00050,-8.77244,1.00000
557480.00000,7133900.00000,445.77180,-9.75816,1.00000
557500.00000,7133900.00000,447.95510,-8.93750,1.00000
557520.00000,7133900.00000,447.95510,-8.03943,1.00000
557540.00000,7133900.00000,450.48020,-8.57993,1.00000
557560.00000,7133900.00000,453.28080,-7.08803,1.00000
557580.00000,7133900.00000,456.07430,-7.01570,1.00000
557600.00000,7133900.00000,456.07430,-7.89880,1.00000
